CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CD_CONTA;DS_CONTA;VL_CONTA
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.04;Retenções;-1185612
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.04.01;Depreciação, Amortização e Exaustão;-1185612
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.04.02;Outras;0
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.05;Valor Adicionado Líquido Produzido;1520970
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.06;Vlr Adicionado Recebido em Transferência;241868
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.06.01;Resultado de Equivalência Patrimonial;0
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.06.02;Receitas Financeiras;241922
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.06.03;Outros;-54
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.06.03.01;Dividendos Recebidos;0
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.06.03.02;Receita de Aluguel;0
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.06.03.03;Juros Capitalizados;0
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.06.03.04;Outros;-54
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.07;Valor Adicionado Total a Distribuir;1762838
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08;Distribuição do Valor Adicionado;1762838
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.01;Pessoal;328399
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.01.01;Remuneração Direta;251887
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.01.02;Benefícios;60661
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.01.03;F.G.T.S.;15851
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.01.04;Outros;0
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.02;Impostos, Taxas e Contribuições;351659
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.02.01;Federais;163671
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.02.02;Estaduais;81
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.02.03;Municipais;187907
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.03;Remuneração de Capitais de Terceiros;1524953
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.03.01;Juros;1119597
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.03.02;Aluguéis;2828
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.03.03;Outras;402528
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.03.03.01;Juros Capitalizados BNDES;47465
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.03.03.02;Juros Capitalizados Debêntures;218375
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.03.03.03;Perdas em operações Swap;0
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.03.03.04;Outras - Despesas Financeiras;136688
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.04;Remuneração de Capitais Próprios;-442173
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.04.01;Juros sobre o Capital Próprio;0
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.04.02;Dividendos;0
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.04.03;Lucros Retidos / Prejuízo do Período;-442173
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.04.04;Part. Não Controladores nos Lucros Retidos;0
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.05;Outros;0
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.05.01;Juros debêntures privadas e mútuos;-145157
02.919.555/0001-67;2023;2;ARTERIS S.A.;19771;7.08.05.02;Juros capitalizados sobre mútuos;145157
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.01;Receitas;9113064
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.01.01;Vendas de Mercadorias, Produtos e Serviços;8558535
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.01.02;Outras Receitas;372530
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.01.03;Receitas refs. à Construção de Ativos Próprios;180274
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;1725
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.02;Insumos Adquiridos de Terceiros;-4682858
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-2279574
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-2244940
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.02.03;Perda/Recuperação de Valores Ativos;-158344
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.02.04;Outros;0
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.03;Valor Adicionado Bruto;4430206
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.04;Retenções;-238312
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.04.01;Depreciação, Amortização e Exaustão;-238312
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.04.02;Outras;0
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.05;Valor Adicionado Líquido Produzido;4191894
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.06;Vlr Adicionado Recebido em Transferência;267640
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.06.01;Resultado de Equivalência Patrimonial;20035
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.06.02;Receitas Financeiras;247605
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.06.03;Outros;0
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.07;Valor Adicionado Total a Distribuir;4459534
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08;Distribuição do Valor Adicionado;4459534
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.01;Pessoal;1609568
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.01.01;Remuneração Direta;1290643
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.01.02;Benefícios;240434
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.01.03;F.G.T.S.;78491
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.01.04;Outros;0
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.02;Impostos, Taxas e Contribuições;-76588
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.02.01;Federais;120478
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.02.02;Estaduais;-201459
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.02.03;Municipais;4393
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.03;Remuneração de Capitais de Terceiros;1276004
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.03.01;Juros;1254969
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.03.02;Aluguéis;21035
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.03.03;Outras;0
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.03.03.01;Operações Descontinuadas;0
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.04;Remuneração de Capitais Próprios;1650550
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.04.01;Juros sobre o Capital Próprio;779078
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.04.02;Dividendos;0
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.04.03;Lucros Retidos / Prejuízo do Período;868882
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.04.04;Part. Não Controladores nos Lucros Retidos;2590
02.932.074/0001-91;2023;1;HYPERA S.A.;21431;7.08.05;Outros;0
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.01;Receitas;91780
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.01.01;Vendas de Mercadorias, Produtos e Serviços;85003
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.01.02;Outras Receitas;6777
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;0
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.02;Insumos Adquiridos de Terceiros;-579396
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-53326
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-64624
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.02.03;Perda/Recuperação de Valores Ativos;0
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.02.04;Outros;-461446
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.03;Valor Adicionado Bruto;-487616
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.04;Retenções;-749
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.04.01;Depreciação, Amortização e Exaustão;-749
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.04.02;Outras;0
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.05;Valor Adicionado Líquido Produzido;-488365
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.06;Vlr Adicionado Recebido em Transferência;1426521
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.06.01;Resultado de Equivalência Patrimonial;-795
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.06.02;Receitas Financeiras;1427316
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.06.03;Outros;0
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.07;Valor Adicionado Total a Distribuir;938156
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08;Distribuição do Valor Adicionado;938156
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.01;Pessoal;38609
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.01.01;Remuneração Direta;32375
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.01.02;Benefícios;4101
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.01.03;F.G.T.S.;2133
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.01.04;Outros;0
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.02;Impostos, Taxas e Contribuições;125999
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.02.01;Federais;125900
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.02.02;Estaduais;0
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.02.03;Municipais;99
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.03;Remuneração de Capitais de Terceiros;-345846
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.03.01;Juros;-490848
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.03.02;Aluguéis;869
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.03.03;Outras;144133
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.04;Remuneração de Capitais Próprios;1119394
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.04.01;Juros sobre o Capital Próprio;0
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.04.02;Dividendos;0
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.04.03;Lucros Retidos / Prejuízo do Período;1124493
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.04.04;Part. Não Controladores nos Lucros Retidos;-5099
02.950.811/0001-89;2023;1;PDG REALTY S.A. EMPREEND E PARTICIPACOES;20478;7.08.05;Outros;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.01;Receitas;1576764
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.01.01;Vendas de Mercadorias, Produtos e Serviços;1569197
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.01.02;Outras Receitas;7567
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.01.02.01;Receitas relativas à construção de ativos próprios;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.01.02.02;Reversão de perdas estimadas para créditos de liquidação duvidosa;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.01.02.03;Outras receitas;7567
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.02;Insumos Adquiridos de Terceiros;-503102
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-367309
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-66225
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.02.03;Perda/Recuperação de Valores Ativos;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.02.04;Outros;-69568
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.02.04.01;Materiais e serviços de terceiros;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.02.04.02;Energia comprada e encargos de uso da rede;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.02.04.03;Outros custos operacionais;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.02.04.04;Construção de ativos próprios;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.02.04.05;Outros custos operacionais;-69568
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.02.04.06;Recuperação de custos de compra de energia pela extensão da concessão (acordo GSF);0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.03;Valor Adicionado Bruto;1073662
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.04;Retenções;-184087
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.04.01;Depreciação, Amortização e Exaustão;-184087
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.04.02;Outras;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.04.02.01;(Constituição) / reversão de perdas estimadas pela não recuperabilidade de ativos;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.05;Valor Adicionado Líquido Produzido;889575
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.06;Vlr Adicionado Recebido em Transferência;93194
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.06.01;Resultado de Equivalência Patrimonial;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.06.02;Receitas Financeiras;93194
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.06.03;Outros;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.06.03.01;Aluguéis;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.07;Valor Adicionado Total a Distribuir;982769
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08;Distribuição do Valor Adicionado;982769
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.01;Pessoal;78127
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.01.01;Remuneração Direta;45963
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.01.02;Benefícios;19285
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.01.03;F.G.T.S.;5660
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.01.04;Outros;7219
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.01.04.01;Provisão para gratificação (bônus);0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.01.04.02;Participação nos resultados;7219
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.01.04.03;Encargos Sociais;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.02;Impostos, Taxas e Contribuições;379235
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.02.01;Federais;279446
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.02.02;Estaduais;32918
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.02.03;Municipais;66871
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.03;Remuneração de Capitais de Terceiros;129398
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.03.01;Juros;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.03.02;Aluguéis;443
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.03.03;Outras;128955
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.03.03.01;Outras despesas financeiras;128955
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.03.03.02;Variação monetária sobre debêntures;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.03.03.03;Juros sobre empréstimos;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.03.03.04;Outras despesas financeiras;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.03.03.05;Juros sobre empréstimos;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.04;Remuneração de Capitais Próprios;396009
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.04.01;Juros sobre o Capital Próprio;110000
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.04.02;Dividendos;286009
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.04.03;Lucros Retidos / Prejuízo do Período;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.04.04;Part. Não Controladores nos Lucros Retidos;0
02.998.301/0001-81;2023;1;RIO PARANAPANEMA ENERGIA S.A.;18368;7.08.05;Outros;0
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.01;Receitas;7131661
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.01.01;Vendas de Mercadorias, Produtos e Serviços;7012918
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.01.02;Outras Receitas;118743
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;0
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.02;Insumos Adquiridos de Terceiros;-2397410
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-2156188
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-241222
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.02.03;Perda/Recuperação de Valores Ativos;0
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.02.04;Outros;0
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.03;Valor Adicionado Bruto;4734251
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.04;Retenções;-24889
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.04.01;Depreciação, Amortização e Exaustão;-24889
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.04.02;Outras;0
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.05;Valor Adicionado Líquido Produzido;4709362
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.06;Vlr Adicionado Recebido em Transferência;711408
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.06.01;Resultado de Equivalência Patrimonial;489318
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.06.02;Receitas Financeiras;222090
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.06.03;Outros;0
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.07;Valor Adicionado Total a Distribuir;5420770
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08;Distribuição do Valor Adicionado;5420770
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.01;Pessoal;341260
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.01.01;Remuneração Direta;222822
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.01.02;Benefícios;96400
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.01.03;F.G.T.S.;22038
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.01.04;Outros;0
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.02;Impostos, Taxas e Contribuições;1139933
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.02.01;Federais;1090392
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.02.02;Estaduais;888
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.02.03;Municipais;48653
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.03;Remuneração de Capitais de Terceiros;1047215
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.03.01;Juros;1039712
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.03.02;Aluguéis;7503
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.03.03;Outras;0
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.04;Remuneração de Capitais Próprios;2892362
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.04.01;Juros sobre o Capital Próprio;0
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.04.02;Dividendos;1452233
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.04.03;Lucros Retidos / Prejuízo do Período;1388884
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.04.04;Part. Não Controladores nos Lucros Retidos;51245
02.998.611/0001-04;2023;1;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;18376;7.08.05;Outros;0
03.014.553/0001-91;2023;2;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;19330;7.01;Receitas;1144790
