CNPJ_CIA,ANO,VERSAO,DENOM_CIA,CD_CVM,ESCALA_MOEDA,CD_CONTA,DS_CONTA,VL_CONTA
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,-829
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.02,Insumos Adquiridos de Terceiros,-229074
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",-132025
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",-96981
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.02.03,Perda/Recuperação de Valores Ativos,0
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.02.04,Outros,-68
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.03,Valor Adicionado Bruto,495508
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.04,Retenções,-110475
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.04.01,"Depreciação, Amortização e Exaustão",-110475
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.04.02,Outras,0
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.05,Valor Adicionado Líquido Produzido,385033
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.06,Vlr Adicionado Recebido em Transferência,96331
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.06.01,Resultado de Equivalência Patrimonial,0
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.06.02,Receitas Financeiras,96331
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.06.03,Outros,0
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.07,Valor Adicionado Total a Distribuir,481364
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08,Distribuição do Valor Adicionado,481364
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.01,Pessoal,153208
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.01.01,Remuneração Direta,122630
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.01.02,Benefícios,22192
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.01.03,F.G.T.S.,8386
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.01.04,Outros,0
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.02,"Impostos, Taxas e Contribuições",167419
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.02.01,Federais,142774
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.02.02,Estaduais,3513
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.02.03,Municipais,21132
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.03,Remuneração de Capitais de Terceiros,97587
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.03.01,Juros,61111
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.03.02,Aluguéis,36476
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.03.03,Outras,0
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.04,Remuneração de Capitais Próprios,63150
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.04.01,Juros sobre o Capital Próprio,0
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.04.02,Dividendos,31480
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.04.03,Lucros Retidos / Prejuízo do Período,33647
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.04.04,Part. Não Controladores nos Lucros Retidos,-1977
02.762.121/0001-04,2009,1,SANTOS BRASIL PARTICIPACOES S.A.,17892,MIL,7.08.05,Outros,0
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.01,Receitas,333788
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.01.01,"Vendas de Mercadorias, Produtos e Serviços",0
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.01.02,Outras Receitas,352354
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.01.02.01,Educação Básica,105850
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.01.02.02,Ensino Superior,246504
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.01.03,Receitas refs. à Construção de Ativos Próprios,0
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,-18566
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.02,Insumos Adquiridos de Terceiros,-132988
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",-56284
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",-76704
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.02.03,Perda/Recuperação de Valores Ativos,0
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.02.04,Outros,0
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.03,Valor Adicionado Bruto,200800
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.04,Retenções,-16409
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.04.01,"Depreciação, Amortização e Exaustão",-16409
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.04.02,Outras,0
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.05,Valor Adicionado Líquido Produzido,184391
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.06,Vlr Adicionado Recebido em Transferência,26229
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.06.01,Resultado de Equivalência Patrimonial,0
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.06.02,Receitas Financeiras,26229
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.06.03,Outros,0
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.07,Valor Adicionado Total a Distribuir,210620
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08,Distribuição do Valor Adicionado,210620
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.01,Pessoal,134050
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.01.01,Remuneração Direta,113747
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.01.02,Benefícios,5133
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.01.03,F.G.T.S.,15170
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.01.04,Outros,0
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.02,"Impostos, Taxas e Contribuições",47960
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.02.01,Federais,38214
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.02.02,Estaduais,0
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.02.03,Municipais,9746
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.03,Remuneração de Capitais de Terceiros,36623
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.03.01,Juros,6950
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.03.02,Aluguéis,24106
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.03.03,Outras,5567
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.03.03.01,Direitos Autorais,5567
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.04,Remuneração de Capitais Próprios,-8013
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.04.01,Juros sobre o Capital Próprio,0
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.04.02,Dividendos,0
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.04.03,Lucros Retidos / Prejuízo do Período,-8076
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.04.04,Part. Não Controladores nos Lucros Retidos,63
02.800.026/0001-40,2009,4,COGNA EDUCAÇÃO S.A.,17973,MIL,7.08.05,Outros,0
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.01,Receitas,32187978
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.01.01,"Vendas de Mercadorias, Produtos e Serviços",31334727
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.01.02,Outras Receitas,885888
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.01.03,Receitas refs. à Construção de Ativos Próprios,0
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,-32637
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.02,Insumos Adquiridos de Terceiros,-11951968
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",-6456657
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",-5394422
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.02.03,Perda/Recuperação de Valores Ativos,-100889
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.02.04,Outros,0
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.03,Valor Adicionado Bruto,20236010
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.04,Retenções,-1278936
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.04.01,"Depreciação, Amortização e Exaustão",-1278936
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.04.02,Outras,0
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.05,Valor Adicionado Líquido Produzido,18957074
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.06,Vlr Adicionado Recebido em Transferência,217004
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.06.01,Resultado de Equivalência Patrimonial,678
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.06.02,Receitas Financeiras,366376
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.06.03,Outros,-150050
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.07,Valor Adicionado Total a Distribuir,19174078
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08,Distribuição do Valor Adicionado,19174078
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.01,Pessoal,2625459
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.01.01,Remuneração Direta,2268326
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.01.02,Benefícios,176418
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.01.03,F.G.T.S.,68327
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.01.04,Outros,112388
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.02,"Impostos, Taxas e Contribuições",9168551
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.02.01,Federais,3575834
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.02.02,Estaduais,5580309
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.02.03,Municipais,12408
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.03,Remuneração de Capitais de Terceiros,1391723
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.03.01,Juros,1299443
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.03.02,Aluguéis,92280
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.03.03,Outras,0
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.04,Remuneração de Capitais Próprios,5988345
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.04.01,Juros sobre o Capital Próprio,1019910
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.04.02,Dividendos,2290385
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.04.03,Lucros Retidos / Prejuízo do Período,2675755
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.04.04,Part. Não Controladores nos Lucros Retidos,2295
02.808.708/0001-07,2009,1,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,18112,MIL,7.08.05,Outros,0
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.01,Receitas,4115646
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.01.01,"Vendas de Mercadorias, Produtos e Serviços",3937566
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.01.02,Outras Receitas,178080
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.01.03,Receitas refs. à Construção de Ativos Próprios,0
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,0
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.02,Insumos Adquiridos de Terceiros,-1473296
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",-469594
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",-179453
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.02.03,Perda/Recuperação de Valores Ativos,0
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.02.04,Outros,-824249
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.02.04.01,Custos de Construção,-728316
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.02.04.02,Provisão de Manutenção,-95933
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.03,Valor Adicionado Bruto,2642350
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.04,Retenções,-237296
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.04.01,"Depreciação, Amortização e Exaustão",-237296
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.04.02,Outras,0
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.05,Valor Adicionado Líquido Produzido,2405054
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.06,Vlr Adicionado Recebido em Transferência,365826
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.06.01,Resultado de Equivalência Patrimonial,0
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.06.02,Receitas Financeiras,365826
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.06.03,Outros,0
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.07,Valor Adicionado Total a Distribuir,2770880
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08,Distribuição do Valor Adicionado,2770880
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.01,Pessoal,259649
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.01.01,Remuneração Direta,201082
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.01.02,Benefícios,44560
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.01.03,F.G.T.S.,10835
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.01.04,Outros,3172
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.02,"Impostos, Taxas e Contribuições",734107
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.02.01,Federais,573542
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.02.02,Estaduais,397
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.02.03,Municipais,160168
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.03,Remuneração de Capitais de Terceiros,1058812
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.03.01,Juros,774578
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.03.02,Aluguéis,17021
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.03.03,Outras,267213
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.04,Remuneração de Capitais Próprios,718312
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.04.01,Juros sobre o Capital Próprio,0
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.04.02,Dividendos,439370
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.04.03,Lucros Retidos / Prejuízo do Período,278942
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.04.04,Part. Não Controladores nos Lucros Retidos,0
02.846.056/0001-97,2009,1,CCR S.A.,18821,MIL,7.08.05,Outros,0
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.01,Receitas,480567
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.01.01,"Vendas de Mercadorias, Produtos e Serviços",478171
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.01.02,Outras Receitas,4004
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.01.03,Receitas refs. à Construção de Ativos Próprios,0
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,-1608
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.02,Insumos Adquiridos de Terceiros,-299700
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",-275056
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",-25395
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.02.03,Perda/Recuperação de Valores Ativos,-1008
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.02.04,Outros,1759
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.03,Valor Adicionado Bruto,180867
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.04,Retenções,-15024
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.04.01,"Depreciação, Amortização e Exaustão",-15024
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.04.02,Outras,0
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.05,Valor Adicionado Líquido Produzido,165843
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.06,Vlr Adicionado Recebido em Transferência,76258
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.06.01,Resultado de Equivalência Patrimonial,0
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.06.02,Receitas Financeiras,0
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.06.03,Outros,0
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.07,Valor Adicionado Total a Distribuir,242101
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08,Distribuição do Valor Adicionado,242101
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.01,Pessoal,62391
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.01.01,Remuneração Direta,56597
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.01.02,Benefícios,4149
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.01.03,F.G.T.S.,1645
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.01.04,Outros,0
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.02,"Impostos, Taxas e Contribuições",35364
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.02.01,Federais,19887
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.02.02,Estaduais,4871
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.02.03,Municipais,10606
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.03,Remuneração de Capitais de Terceiros,138372
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.03.01,Juros,106677
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.03.02,Aluguéis,28071
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.03.03,Outras,3624
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.04,Remuneração de Capitais Próprios,5974
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.04.01,Juros sobre o Capital Próprio,0
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.04.02,Dividendos,2361
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.04.03,Lucros Retidos / Prejuízo do Período,1505
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.04.04,Part. Não Controladores nos Lucros Retidos,2108
02.860.694/0001-62,2009,1,T4F ENTRETENIMENTO S.A.,22454,MIL,7.08.05,Outros,0
02.871.007/0001-04,2009,1,VICUNHA SIDERURGIA SA,18902,MIL,7.01,Receitas,13884057
02.871.007/0001-04,2009,1,VICUNHA SIDERURGIA SA,18902,MIL,7.01.01,"Vendas de Mercadorias, Produtos e Serviços",13222642
02.871.007/0001-04,2009,1,VICUNHA SIDERURGIA SA,18902,MIL,7.01.02,Outras Receitas,787358
02.871.007/0001-04,2009,1,VICUNHA SIDERURGIA SA,18902,MIL,7.01.03,Receitas refs. à Construção de Ativos Próprios,0
02.871.007/0001-04,2009,1,VICUNHA SIDERURGIA SA,18902,MIL,7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,-125943
02.871.007/0001-04,2009,1,VICUNHA SIDERURGIA SA,18902,MIL,7.02,Insumos Adquiridos de Terceiros,-7508979
02.871.007/0001-04,2009,1,VICUNHA SIDERURGIA SA,18902,MIL,7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",-6102329
02.871.007/0001-04,2009,1,VICUNHA SIDERURGIA SA,18902,MIL,7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",-1376935
02.871.007/0001-04,2009,1,VICUNHA SIDERURGIA SA,18902,MIL,7.02.03,Perda/Recuperação de Valores Ativos,-29715
02.871.007/0001-04,2009,1,VICUNHA SIDERURGIA SA,18902,MIL,7.02.04,Outros,0
02.871.007/0001-04,2009,1,VICUNHA SIDERURGIA SA,18902,MIL,7.03,Valor Adicionado Bruto,6375078
02.871.007/0001-04,2009,1,VICUNHA SIDERURGIA SA,18902,MIL,7.04,Retenções,-780152
