CNPJ_CIA,DENOM_CIA,CD_CVM,CD_CONTA,DS_CONTA,ANO,VL_CONTA,SETOR_ATIV,MUN,UF
25.369.840/0001-57,COMERC ENERGIA S.A.,26280,5,Distribuição do Valor Adicionado,2023,1473300,Energia Elétrica,SÃO PAULO,SP
25.369.840/0001-57,COMERC ENERGIA S.A.,26280,5.1,Pessoal,2023,227070,Energia Elétrica,SÃO PAULO,SP
25.369.840/0001-57,COMERC ENERGIA S.A.,26280,5.2,"Impostos, Taxas e Contribuições",2023,449465,Energia Elétrica,SÃO PAULO,SP
25.369.840/0001-57,COMERC ENERGIA S.A.,26280,5.3,Remuneração de Capitais de Terceiros,2023,751384,Energia Elétrica,SÃO PAULO,SP
25.369.840/0001-57,COMERC ENERGIA S.A.,26280,5.4,Remuneração de Capitais Próprios,2023,45381,Energia Elétrica,SÃO PAULO,SP
61.409.892/0001-73,COMPANHIA BRASILEIRA DE ALUMÍNIO,25984,1,Receitas,2023,8748095,Extração Mineral,SÃO PAULO,SP
61.409.892/0001-73,COMPANHIA BRASILEIRA DE ALUMÍNIO,25984,2,Valor Adicionado Bruto,2023,1972481,Extração Mineral,SÃO PAULO,SP
61.409.892/0001-73,COMPANHIA BRASILEIRA DE ALUMÍNIO,25984,3,Valor Adicionado Líquido Produzido,2023,1443372,Extração Mineral,SÃO PAULO,SP
61.409.892/0001-73,COMPANHIA BRASILEIRA DE ALUMÍNIO,25984,4,Valor Adicionado Total a Distribuir,2023,2319621,Extração Mineral,SÃO PAULO,SP
61.409.892/0001-73,COMPANHIA BRASILEIRA DE ALUMÍNIO,25984,5,Distribuição do Valor Adicionado,2023,2319621,Extração Mineral,SÃO PAULO,SP
61.409.892/0001-73,COMPANHIA BRASILEIRA DE ALUMÍNIO,25984,5.1,Pessoal,2023,981797,Extração Mineral,SÃO PAULO,SP
61.409.892/0001-73,COMPANHIA BRASILEIRA DE ALUMÍNIO,25984,5.2,"Impostos, Taxas e Contribuições",2023,1402081,Extração Mineral,SÃO PAULO,SP
61.409.892/0001-73,COMPANHIA BRASILEIRA DE ALUMÍNIO,25984,5.3,Remuneração de Capitais de Terceiros,2023,745272,Extração Mineral,SÃO PAULO,SP
61.409.892/0001-73,COMPANHIA BRASILEIRA DE ALUMÍNIO,25984,5.4,Remuneração de Capitais Próprios,2023,-809529,Extração Mineral,SÃO PAULO,SP
10.215.988/0001-60,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,22691,1,Receitas,2023,8189168,Serviços Transporte e Logística,BELO HORIZONTE,MG
10.215.988/0001-60,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,22691,2,Valor Adicionado Bruto,2023,4502614,Serviços Transporte e Logística,BELO HORIZONTE,MG
10.215.988/0001-60,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,22691,3,Valor Adicionado Líquido Produzido,2023,3289250,Serviços Transporte e Logística,BELO HORIZONTE,MG
10.215.988/0001-60,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,22691,4,Valor Adicionado Total a Distribuir,2023,3650841,Serviços Transporte e Logística,BELO HORIZONTE,MG
10.215.988/0001-60,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,22691,5,Distribuição do Valor Adicionado,2023,3650841,Serviços Transporte e Logística,BELO HORIZONTE,MG
10.215.988/0001-60,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,22691,5.1,Pessoal,2023,312787,Serviços Transporte e Logística,BELO HORIZONTE,MG
10.215.988/0001-60,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,22691,5.2,"Impostos, Taxas e Contribuições",2023,1113955,Serviços Transporte e Logística,BELO HORIZONTE,MG
10.215.988/0001-60,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,22691,5.3,Remuneração de Capitais de Terceiros,2023,1503179,Serviços Transporte e Logística,BELO HORIZONTE,MG
10.215.988/0001-60,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,22691,5.4,Remuneração de Capitais Próprios,2023,36046,Serviços Transporte e Logística,BELO HORIZONTE,MG
00.070.698/0001-11,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,1,Receitas,2023,409952,Energia Elétrica,BRASÍLIA,DF
00.070.698/0001-11,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,2,Valor Adicionado Bruto,2023,257488,Energia Elétrica,BRASÍLIA,DF
00.070.698/0001-11,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,3,Valor Adicionado Líquido Produzido,2023,249430,Energia Elétrica,BRASÍLIA,DF
00.070.698/0001-11,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,4,Valor Adicionado Total a Distribuir,2023,428707,Energia Elétrica,BRASÍLIA,DF
00.070.698/0001-11,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,5,Distribuição do Valor Adicionado,2023,428707,Energia Elétrica,BRASÍLIA,DF
00.070.698/0001-11,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,5.1,Pessoal,2023,37151,Energia Elétrica,BRASÍLIA,DF
00.070.698/0001-11,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,5.2,"Impostos, Taxas e Contribuições",2023,103223,Energia Elétrica,BRASÍLIA,DF
00.070.698/0001-11,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,5.3,Remuneração de Capitais de Terceiros,2023,53310,Energia Elétrica,BRASÍLIA,DF
00.070.698/0001-11,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,5.4,Remuneração de Capitais Próprios,2023,235023,Energia Elétrica,BRASÍLIA,DF
39.881.421/0001-04,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,27154,1,Receitas,2023,453465,Energia Elétrica,PORTO ALEGRE,RS
39.881.421/0001-04,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,27154,2,Valor Adicionado Bruto,2023,359577,Energia Elétrica,PORTO ALEGRE,RS
39.881.421/0001-04,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,27154,3,Valor Adicionado Líquido Produzido,2023,379547,Energia Elétrica,PORTO ALEGRE,RS
39.881.421/0001-04,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,27154,4,Valor Adicionado Total a Distribuir,2023,528606,Energia Elétrica,PORTO ALEGRE,RS
39.881.421/0001-04,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,27154,5,Distribuição do Valor Adicionado,2023,528606,Energia Elétrica,PORTO ALEGRE,RS
39.881.421/0001-04,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,27154,5.1,Pessoal,2023,50788,Energia Elétrica,PORTO ALEGRE,RS
39.881.421/0001-04,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,27154,5.2,"Impostos, Taxas e Contribuições",2023,81237,Energia Elétrica,PORTO ALEGRE,RS
39.881.421/0001-04,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,27154,5.3,Remuneração de Capitais de Terceiros,2023,324096,Energia Elétrica,PORTO ALEGRE,RS
39.881.421/0001-04,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,27154,5.4,Remuneração de Capitais Próprios,2023,72485,Energia Elétrica,PORTO ALEGRE,RS
21.389.501/0001-81,COMPASS GÁS E ENERGIA S.A.,25127,1,Receitas,2023,22660331,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP
21.389.501/0001-81,COMPASS GÁS E ENERGIA S.A.,25127,2,Valor Adicionado Bruto,2023,6058208,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP
21.389.501/0001-81,COMPASS GÁS E ENERGIA S.A.,25127,3,Valor Adicionado Líquido Produzido,2023,5158573,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP
21.389.501/0001-81,COMPASS GÁS E ENERGIA S.A.,25127,4,Valor Adicionado Total a Distribuir,2023,6620576,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP
21.389.501/0001-81,COMPASS GÁS E ENERGIA S.A.,25127,5,Distribuição do Valor Adicionado,2023,6620576,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP
21.389.501/0001-81,COMPASS GÁS E ENERGIA S.A.,25127,5.1,Pessoal,2023,365633,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP
21.389.501/0001-81,COMPASS GÁS E ENERGIA S.A.,25127,5.2,"Impostos, Taxas e Contribuições",2023,2464588,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP
21.389.501/0001-81,COMPASS GÁS E ENERGIA S.A.,25127,5.3,Remuneração de Capitais de Terceiros,2023,2035534,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP
21.389.501/0001-81,COMPASS GÁS E ENERGIA S.A.,25127,5.4,Remuneração de Capitais Próprios,2023,1754821,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP
97.191.902/0001-94,CONSERVAS ODERICH S.A.,4693,1,Receitas,2023,887497,Alimentos,SÃO SEBASTIÃO DO CAÍ,RS
97.191.902/0001-94,CONSERVAS ODERICH S.A.,4693,2,Valor Adicionado Bruto,2023,327870,Alimentos,SÃO SEBASTIÃO DO CAÍ,RS
97.191.902/0001-94,CONSERVAS ODERICH S.A.,4693,3,Valor Adicionado Líquido Produzido,2023,313622,Alimentos,SÃO SEBASTIÃO DO CAÍ,RS
97.191.902/0001-94,CONSERVAS ODERICH S.A.,4693,4,Valor Adicionado Total a Distribuir,2023,385419,Alimentos,SÃO SEBASTIÃO DO CAÍ,RS
97.191.902/0001-94,CONSERVAS ODERICH S.A.,4693,5,Distribuição do Valor Adicionado,2023,385419,Alimentos,SÃO SEBASTIÃO DO CAÍ,RS
97.191.902/0001-94,CONSERVAS ODERICH S.A.,4693,5.1,Pessoal,2023,100458,Alimentos,SÃO SEBASTIÃO DO CAÍ,RS
97.191.902/0001-94,CONSERVAS ODERICH S.A.,4693,5.2,"Impostos, Taxas e Contribuições",2023,124876,Alimentos,SÃO SEBASTIÃO DO CAÍ,RS
97.191.902/0001-94,CONSERVAS ODERICH S.A.,4693,5.3,Remuneração de Capitais de Terceiros,2023,69087,Alimentos,SÃO SEBASTIÃO DO CAÍ,RS
97.191.902/0001-94,CONSERVAS ODERICH S.A.,4693,5.4,Remuneração de Capitais Próprios,2023,90998,Alimentos,SÃO SEBASTIÃO DO CAÍ,RS
17.193.806/0001-46,CONSORCIO ALFA DE ADMINISTRACAO S.A.,4707,1,Receitas,2023,612142,Intermediação Financeira,SÃO PAULO,SP
17.193.806/0001-46,CONSORCIO ALFA DE ADMINISTRACAO S.A.,4707,2,Valor Adicionado Bruto,2023,425445,Intermediação Financeira,SÃO PAULO,SP
17.193.806/0001-46,CONSORCIO ALFA DE ADMINISTRACAO S.A.,4707,3,Valor Adicionado Líquido Produzido,2023,413021,Intermediação Financeira,SÃO PAULO,SP
17.193.806/0001-46,CONSORCIO ALFA DE ADMINISTRACAO S.A.,4707,4,Valor Adicionado Total a Distribuir,2023,158332,Intermediação Financeira,SÃO PAULO,SP
17.193.806/0001-46,CONSORCIO ALFA DE ADMINISTRACAO S.A.,4707,5,Distribuição do Valor Adicionado,2023,158332,Intermediação Financeira,SÃO PAULO,SP
17.193.806/0001-46,CONSORCIO ALFA DE ADMINISTRACAO S.A.,4707,5.1,Pessoal,2023,54052,Intermediação Financeira,SÃO PAULO,SP
17.193.806/0001-46,CONSORCIO ALFA DE ADMINISTRACAO S.A.,4707,5.2,"Impostos, Taxas e Contribuições",2023,52157,Intermediação Financeira,SÃO PAULO,SP
17.193.806/0001-46,CONSORCIO ALFA DE ADMINISTRACAO S.A.,4707,5.3,Remuneração de Capitais de Terceiros,2023,3018,Intermediação Financeira,SÃO PAULO,SP
17.193.806/0001-46,CONSORCIO ALFA DE ADMINISTRACAO S.A.,4707,5.4,Remuneração de Capitais Próprios,2023,49105,Intermediação Financeira,SÃO PAULO,SP
61.022.042/0001-18,CONSTRUTORA ADOLPHO LINDENBERG S.A.,4723,1,Receitas,2023,101684,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
61.022.042/0001-18,CONSTRUTORA ADOLPHO LINDENBERG S.A.,4723,2,Valor Adicionado Bruto,2023,37528,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
61.022.042/0001-18,CONSTRUTORA ADOLPHO LINDENBERG S.A.,4723,3,Valor Adicionado Líquido Produzido,2023,36824,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
61.022.042/0001-18,CONSTRUTORA ADOLPHO LINDENBERG S.A.,4723,4,Valor Adicionado Total a Distribuir,2023,54583,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
61.022.042/0001-18,CONSTRUTORA ADOLPHO LINDENBERG S.A.,4723,5,Distribuição do Valor Adicionado,2023,54583,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
61.022.042/0001-18,CONSTRUTORA ADOLPHO LINDENBERG S.A.,4723,5.1,Pessoal,2023,26783,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
61.022.042/0001-18,CONSTRUTORA ADOLPHO LINDENBERG S.A.,4723,5.2,"Impostos, Taxas e Contribuições",2023,8852,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
61.022.042/0001-18,CONSTRUTORA ADOLPHO LINDENBERG S.A.,4723,5.3,Remuneração de Capitais de Terceiros,2023,9270,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
61.022.042/0001-18,CONSTRUTORA ADOLPHO LINDENBERG S.A.,4723,5.4,Remuneração de Capitais Próprios,2023,9678,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
27.743.642/0002-18,CONSTRUTORA METROCASA S.A.,27340,1,Receitas,2023,699528,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
27.743.642/0002-18,CONSTRUTORA METROCASA S.A.,27340,2,Valor Adicionado Bruto,2023,236118,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
27.743.642/0002-18,CONSTRUTORA METROCASA S.A.,27340,3,Valor Adicionado Líquido Produzido,2023,235305,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
27.743.642/0002-18,CONSTRUTORA METROCASA S.A.,27340,4,Valor Adicionado Total a Distribuir,2023,244037,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
27.743.642/0002-18,CONSTRUTORA METROCASA S.A.,27340,5,Distribuição do Valor Adicionado,2023,244037,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
27.743.642/0002-18,CONSTRUTORA METROCASA S.A.,27340,5.1,Pessoal,2023,47343,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
27.743.642/0002-18,CONSTRUTORA METROCASA S.A.,27340,5.2,"Impostos, Taxas e Contribuições",2023,28904,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
27.743.642/0002-18,CONSTRUTORA METROCASA S.A.,27340,5.3,Remuneração de Capitais de Terceiros,2023,3972,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
27.743.642/0002-18,CONSTRUTORA METROCASA S.A.,27340,5.4,Remuneração de Capitais Próprios,2023,163818,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
89.723.993/0001-33,CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,13030,1,Receitas,2023,207728,"Construção Civil, Mat. Constr. e Decoração",PORTO ALEGRE,RS
89.723.993/0001-33,CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,13030,2,Valor Adicionado Bruto,2023,47705,"Construção Civil, Mat. Constr. e Decoração",PORTO ALEGRE,RS
89.723.993/0001-33,CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,13030,3,Valor Adicionado Líquido Produzido,2023,47433,"Construção Civil, Mat. Constr. e Decoração",PORTO ALEGRE,RS
89.723.993/0001-33,CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,13030,4,Valor Adicionado Total a Distribuir,2023,158554,"Construção Civil, Mat. Constr. e Decoração",PORTO ALEGRE,RS
89.723.993/0001-33,CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,13030,5,Distribuição do Valor Adicionado,2023,158554,"Construção Civil, Mat. Constr. e Decoração",PORTO ALEGRE,RS
89.723.993/0001-33,CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,13030,5.1,Pessoal,2023,23615,"Construção Civil, Mat. Constr. e Decoração",PORTO ALEGRE,RS
89.723.993/0001-33,CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,13030,5.2,"Impostos, Taxas e Contribuições",2023,48130,"Construção Civil, Mat. Constr. e Decoração",PORTO ALEGRE,RS
89.723.993/0001-33,CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,13030,5.3,Remuneração de Capitais de Terceiros,2023,18210,"Construção Civil, Mat. Constr. e Decoração",PORTO ALEGRE,RS
89.723.993/0001-33,CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,13030,5.4,Remuneração de Capitais Próprios,2023,68599,"Construção Civil, Mat. Constr. e Decoração",PORTO ALEGRE,RS
71.476.527/0001-35,CONSTRUTORA TENDA S.A.,21148,1,Receitas,2023,2964051,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
71.476.527/0001-35,CONSTRUTORA TENDA S.A.,21148,2,Valor Adicionado Bruto,2023,408914,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
71.476.527/0001-35,CONSTRUTORA TENDA S.A.,21148,3,Valor Adicionado Líquido Produzido,2023,347191,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
71.476.527/0001-35,CONSTRUTORA TENDA S.A.,21148,4,Valor Adicionado Total a Distribuir,2023,409945,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
71.476.527/0001-35,CONSTRUTORA TENDA S.A.,21148,5,Distribuição do Valor Adicionado,2023,409945,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
71.476.527/0001-35,CONSTRUTORA TENDA S.A.,21148,5.1,Pessoal,2023,122310,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
71.476.527/0001-35,CONSTRUTORA TENDA S.A.,21148,5.2,"Impostos, Taxas e Contribuições",2023,120632,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
71.476.527/0001-35,CONSTRUTORA TENDA S.A.,21148,5.3,Remuneração de Capitais de Terceiros,2023,269514,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
71.476.527/0001-35,CONSTRUTORA TENDA S.A.,21148,5.4,Remuneração de Capitais Próprios,2023,-102511,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
04.370.282/0001-70,COPEL GERAÇÃO E TRANSMISSÃO S.A.,24740,1,Receitas,2023,5914926,Energia Elétrica,CURITIBA,PR
04.370.282/0001-70,COPEL GERAÇÃO E TRANSMISSÃO S.A.,24740,2,Valor Adicionado Bruto,2023,4660224,Energia Elétrica,CURITIBA,PR
04.370.282/0001-70,COPEL GERAÇÃO E TRANSMISSÃO S.A.,24740,3,Valor Adicionado Líquido Produzido,2023,3840036,Energia Elétrica,CURITIBA,PR
04.370.282/0001-70,COPEL GERAÇÃO E TRANSMISSÃO S.A.,24740,4,Valor Adicionado Total a Distribuir,2023,4439621,Energia Elétrica,CURITIBA,PR
04.370.282/0001-70,COPEL GERAÇÃO E TRANSMISSÃO S.A.,24740,5,Distribuição do Valor Adicionado,2023,4439621,Energia Elétrica,CURITIBA,PR
04.370.282/0001-70,COPEL GERAÇÃO E TRANSMISSÃO S.A.,24740,5.1,Pessoal,2023,650819,Energia Elétrica,CURITIBA,PR
04.370.282/0001-70,COPEL GERAÇÃO E TRANSMISSÃO S.A.,24740,5.2,"Impostos, Taxas e Contribuições",2023,1089950,Energia Elétrica,CURITIBA,PR
04.370.282/0001-70,COPEL GERAÇÃO E TRANSMISSÃO S.A.,24740,5.3,Remuneração de Capitais de Terceiros,2023,1106797,Energia Elétrica,CURITIBA,PR
04.370.282/0001-70,COPEL GERAÇÃO E TRANSMISSÃO S.A.,24740,5.4,Remuneração de Capitais Próprios,2023,1634345,Energia Elétrica,CURITIBA,PR
15.114.494/0001-02,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,27260,1,Receitas,2023,940383,Serviços Transporte e Logística,SÃO PAULO,SP
15.114.494/0001-02,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,27260,2,Valor Adicionado Bruto,2023,679618,Serviços Transporte e Logística,SÃO PAULO,SP
15.114.494/0001-02,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,27260,3,Valor Adicionado Líquido Produzido,2023,502217,Serviços Transporte e Logística,SÃO PAULO,SP
15.114.494/0001-02,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,27260,4,Valor Adicionado Total a Distribuir,2023,577690,Serviços Transporte e Logística,SÃO PAULO,SP
15.114.494/0001-02,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,27260,5,Distribuição do Valor Adicionado,2023,577690,Serviços Transporte e Logística,SÃO PAULO,SP
15.114.494/0001-02,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,27260,5.1,Pessoal,2023,127431,Serviços Transporte e Logística,SÃO PAULO,SP
15.114.494/0001-02,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,27260,5.2,"Impostos, Taxas e Contribuições",2023,97835,Serviços Transporte e Logística,SÃO PAULO,SP
15.114.494/0001-02,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,27260,5.3,Remuneração de Capitais de Terceiros,2023,368080,Serviços Transporte e Logística,SÃO PAULO,SP
15.114.494/0001-02,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,27260,5.4,Remuneração de Capitais Próprios,2023,-15656,Serviços Transporte e Logística,SÃO PAULO,SP
02.429.144/0001-93,CPFL ENERGIA S.A.,18660,1,Receitas,2023,56904986,Energia Elétrica,CAMPINAS,SP
02.429.144/0001-93,CPFL ENERGIA S.A.,18660,2,Valor Adicionado Bruto,2023,29385410,Energia Elétrica,CAMPINAS,SP
02.429.144/0001-93,CPFL ENERGIA S.A.,18660,3,Valor Adicionado Líquido Produzido,2023,27132003,Energia Elétrica,CAMPINAS,SP
02.429.144/0001-93,CPFL ENERGIA S.A.,18660,4,Valor Adicionado Total a Distribuir,2023,29464018,Energia Elétrica,CAMPINAS,SP
02.429.144/0001-93,CPFL ENERGIA S.A.,18660,5,Distribuição do Valor Adicionado,2023,29464018,Energia Elétrica,CAMPINAS,SP
02.429.144/0001-93,CPFL ENERGIA S.A.,18660,5.1,Pessoal,2023,2202330,Energia Elétrica,CAMPINAS,SP
02.429.144/0001-93,CPFL ENERGIA S.A.,18660,5.2,"Impostos, Taxas e Contribuições",2023,17125831,Energia Elétrica,CAMPINAS,SP
02.429.144/0001-93,CPFL ENERGIA S.A.,18660,5.3,Remuneração de Capitais de Terceiros,2023,4598695,Energia Elétrica,CAMPINAS,SP
02.429.144/0001-93,CPFL ENERGIA S.A.,18660,5.4,Remuneração de Capitais Próprios,2023,5537162,Energia Elétrica,CAMPINAS,SP
08.439.659/0001-50,CPFL ENERGIAS RENOVÁVEIS S.A.,20540,1,Receitas,2023,4298911,Energia Elétrica,CAMPINAS,SP
08.439.659/0001-50,CPFL ENERGIAS RENOVÁVEIS S.A.,20540,2,Valor Adicionado Bruto,2023,3172516,Energia Elétrica,CAMPINAS,SP
08.439.659/0001-50,CPFL ENERGIAS RENOVÁVEIS S.A.,20540,3,Valor Adicionado Líquido Produzido,2023,2501978,Energia Elétrica,CAMPINAS,SP
08.439.659/0001-50,CPFL ENERGIAS RENOVÁVEIS S.A.,20540,4,Valor Adicionado Total a Distribuir,2023,2646886,Energia Elétrica,CAMPINAS,SP
08.439.659/0001-50,CPFL ENERGIAS RENOVÁVEIS S.A.,20540,5,Distribuição do Valor Adicionado,2023,2646886,Energia Elétrica,CAMPINAS,SP
08.439.659/0001-50,CPFL ENERGIAS RENOVÁVEIS S.A.,20540,5.1,Pessoal,2023,121205,Energia Elétrica,CAMPINAS,SP
08.439.659/0001-50,CPFL ENERGIAS RENOVÁVEIS S.A.,20540,5.2,"Impostos, Taxas e Contribuições",2023,532603,Energia Elétrica,CAMPINAS,SP
08.439.659/0001-50,CPFL ENERGIAS RENOVÁVEIS S.A.,20540,5.3,Remuneração de Capitais de Terceiros,2023,610697,Energia Elétrica,CAMPINAS,SP
08.439.659/0001-50,CPFL ENERGIAS RENOVÁVEIS S.A.,20540,5.4,Remuneração de Capitais Próprios,2023,1382381,Energia Elétrica,CAMPINAS,SP
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,1,Receitas,2023,6007867,Energia Elétrica,CAMPINAS,SP
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,2,Valor Adicionado Bruto,2023,4173514,Energia Elétrica,CAMPINAS,SP
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,3,Valor Adicionado Líquido Produzido,2023,3280306,Energia Elétrica,CAMPINAS,SP
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,4,Valor Adicionado Total a Distribuir,2023,3815850,Energia Elétrica,CAMPINAS,SP
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,5,Distribuição do Valor Adicionado,2023,3815850,Energia Elétrica,CAMPINAS,SP
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,5.1,Pessoal,2023,149675,Energia Elétrica,CAMPINAS,SP
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,5.2,"Impostos, Taxas e Contribuições",2023,943802,Energia Elétrica,CAMPINAS,SP
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,5.3,Remuneração de Capitais de Terceiros,2023,825730,Energia Elétrica,CAMPINAS,SP
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,5.4,Remuneração de Capitais Próprios,2023,1896643,Energia Elétrica,CAMPINAS,SP
62.984.091/0001-02,CRUZEIRO DO SUL EDUCACIONAL S.A.,25526,1,Receitas,2023,6903303,Educação,SÃO PAULO,SP
62.984.091/0001-02,CRUZEIRO DO SUL EDUCACIONAL S.A.,25526,2,Valor Adicionado Bruto,2023,6290134,Educação,SÃO PAULO,SP
62.984.091/0001-02,CRUZEIRO DO SUL EDUCACIONAL S.A.,25526,3,Valor Adicionado Líquido Produzido,2023,6025734,Educação,SÃO PAULO,SP
62.984.091/0001-02,CRUZEIRO DO SUL EDUCACIONAL S.A.,25526,4,Valor Adicionado Total a Distribuir,2023,6137788,Educação,SÃO PAULO,SP
62.984.091/0001-02,CRUZEIRO DO SUL EDUCACIONAL S.A.,25526,5,Distribuição do Valor Adicionado,2023,6137788,Educação,SÃO PAULO,SP
62.984.091/0001-02,CRUZEIRO DO SUL EDUCACIONAL S.A.,25526,5.1,Pessoal,2023,738117,Educação,SÃO PAULO,SP
62.984.091/0001-02,CRUZEIRO DO SUL EDUCACIONAL S.A.,25526,5.2,"Impostos, Taxas e Contribuições",2023,251383,Educação,SÃO PAULO,SP
62.984.091/0001-02,CRUZEIRO DO SUL EDUCACIONAL S.A.,25526,5.3,Remuneração de Capitais de Terceiros,2023,413898,Educação,SÃO PAULO,SP
