CNPJ_CIA,DENOM_CIA,CD_CVM,CD_CONTA,DS_CONTA,ANO,SETOR_ATIV,MUN,UF,VL_CONTA,VL_INPC,VL_IGPM,VL_IGPDI,VL_IPCA,VL_INDICE_MEDIO
03.559.006/0001-91,RB CAPITAL SECURITIZADORA S.A.,19860,5.4,Remuneração de Capitais Próprios,2009,,,,-1805,,,,,
03.559.006/0001-91,RB CAPITAL SECURITIZADORA S.A.,19860,5.5,Outros,2009,,,,0,,,,,
03.587.889/0001-43,PRIVATINVEST PARTICIPAÇÕES SA,18635,1,Receitas,2009,,,,0,,,,,
03.587.889/0001-43,PRIVATINVEST PARTICIPAÇÕES SA,18635,2,Valor Adicionado Bruto,2009,,,,-247,,,,,
03.587.889/0001-43,PRIVATINVEST PARTICIPAÇÕES SA,18635,3,Valor Adicionado Líquido Produzido,2009,,,,-247,,,,,
03.587.889/0001-43,PRIVATINVEST PARTICIPAÇÕES SA,18635,4,Valor Adicionado Total a Distribuir,2009,,,,-170,,,,,
03.587.889/0001-43,PRIVATINVEST PARTICIPAÇÕES SA,18635,5,Distribuição do Valor Adicionado,2009,,,,-170,,,,,
03.587.889/0001-43,PRIVATINVEST PARTICIPAÇÕES SA,18635,5.1,Pessoal,2009,,,,0,,,,,
03.587.889/0001-43,PRIVATINVEST PARTICIPAÇÕES SA,18635,5.2,"Impostos, Taxas e Contribuições",2009,,,,58,,,,,
03.587.889/0001-43,PRIVATINVEST PARTICIPAÇÕES SA,18635,5.3,Remuneração de Capitais de Terceiros,2009,,,,0,,,,,
03.587.889/0001-43,PRIVATINVEST PARTICIPAÇÕES SA,18635,5.4,Remuneração de Capitais Próprios,2009,,,,-228,,,,,
03.587.889/0001-43,PRIVATINVEST PARTICIPAÇÕES SA,18635,5.5,Outros,2009,,,,0,,,,,
03.601.314/0001-38,ANDRADE GUTIERREZ CONCESSOES S.A.,19437,1,Receitas,2009,,,,3220073,,,,,
03.601.314/0001-38,ANDRADE GUTIERREZ CONCESSOES S.A.,19437,2,Valor Adicionado Bruto,2009,,,,1617447,,,,,
03.601.314/0001-38,ANDRADE GUTIERREZ CONCESSOES S.A.,19437,3,Valor Adicionado Líquido Produzido,2009,,,,1485954,,,,,
03.601.314/0001-38,ANDRADE GUTIERREZ CONCESSOES S.A.,19437,4,Valor Adicionado Total a Distribuir,2009,,,,1821141,,,,,
03.601.314/0001-38,ANDRADE GUTIERREZ CONCESSOES S.A.,19437,5,Distribuição do Valor Adicionado,2009,,,,1821141,,,,,
03.601.314/0001-38,ANDRADE GUTIERREZ CONCESSOES S.A.,19437,5.1,Pessoal,2009,,,,172341,,,,,
03.601.314/0001-38,ANDRADE GUTIERREZ CONCESSOES S.A.,19437,5.2,"Impostos, Taxas e Contribuições",2009,,,,1021637,,,,,
03.601.314/0001-38,ANDRADE GUTIERREZ CONCESSOES S.A.,19437,5.3,Remuneração de Capitais de Terceiros,2009,,,,342614,,,,,
03.601.314/0001-38,ANDRADE GUTIERREZ CONCESSOES S.A.,19437,5.4,Remuneração de Capitais Próprios,2009,,,,284549,,,,,
03.601.314/0001-38,ANDRADE GUTIERREZ CONCESSOES S.A.,19437,5.5,Outros,2009,,,,0,,,,,
03.616.277/0001-31,ARAUCÁRIA PARTICIPAÇÕES SA,18651,1,Receitas,2009,,,,184671,,,,,
03.616.277/0001-31,ARAUCÁRIA PARTICIPAÇÕES SA,18651,2,Valor Adicionado Bruto,2009,,,,-11353,,,,,
03.616.277/0001-31,ARAUCÁRIA PARTICIPAÇÕES SA,18651,3,Valor Adicionado Líquido Produzido,2009,,,,-11739,,,,,
03.616.277/0001-31,ARAUCÁRIA PARTICIPAÇÕES SA,18651,4,Valor Adicionado Total a Distribuir,2009,,,,-10126,,,,,
03.616.277/0001-31,ARAUCÁRIA PARTICIPAÇÕES SA,18651,5,Distribuição do Valor Adicionado,2009,,,,-10126,,,,,
03.616.277/0001-31,ARAUCÁRIA PARTICIPAÇÕES SA,18651,5.1,Pessoal,2009,,,,75643,,,,,
03.616.277/0001-31,ARAUCÁRIA PARTICIPAÇÕES SA,18651,5.2,"Impostos, Taxas e Contribuições",2009,,,,-22016,,,,,
03.616.277/0001-31,ARAUCÁRIA PARTICIPAÇÕES SA,18651,5.3,Remuneração de Capitais de Terceiros,2009,,,,1009,,,,,
03.616.277/0001-31,ARAUCÁRIA PARTICIPAÇÕES SA,18651,5.4,Remuneração de Capitais Próprios,2009,,,,-64762,,,,,
03.616.277/0001-31,ARAUCÁRIA PARTICIPAÇÕES SA,18651,5.5,Outros,2009,,,,0,,,,,
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,1,Receitas,2009,,,,879677,,,,,
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,2,Valor Adicionado Bruto,2009,,,,296769,,,,,
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,3,Valor Adicionado Líquido Produzido,2009,,,,253684,,,,,
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,4,Valor Adicionado Total a Distribuir,2009,,,,293767,,,,,
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,5,Distribuição do Valor Adicionado,2009,,,,293767,,,,,
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,5.1,Pessoal,2009,,,,92588,,,,,
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,5.2,"Impostos, Taxas e Contribuições",2009,,,,26720,,,,,
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,5.3,Remuneração de Capitais de Terceiros,2009,,,,171821,,,,,
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,5.4,Remuneração de Capitais Próprios,2009,,,,2638,,,,,
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,5.5,Outros,2009,,,,0,,,,,
03.847.461/0001-92,BRADESPAR S.A.,18724,1,Receitas,2009,,,,4191095,,,,,
03.847.461/0001-92,BRADESPAR S.A.,18724,2,Valor Adicionado Bruto,2009,,,,1913272,,,,,
03.847.461/0001-92,BRADESPAR S.A.,18724,3,Valor Adicionado Líquido Produzido,2009,,,,1596699,,,,,
03.847.461/0001-92,BRADESPAR S.A.,18724,4,Valor Adicionado Total a Distribuir,2009,,,,1772777,,,,,
03.847.461/0001-92,BRADESPAR S.A.,18724,5,Distribuição do Valor Adicionado,2009,,,,1772777,,,,,
03.847.461/0001-92,BRADESPAR S.A.,18724,5.1,Pessoal,2009,,,,298332,,,,,
03.847.461/0001-92,BRADESPAR S.A.,18724,5.2,"Impostos, Taxas e Contribuições",2009,,,,442439,,,,,
03.847.461/0001-92,BRADESPAR S.A.,18724,5.3,Remuneração de Capitais de Terceiros,2009,,,,59840,,,,,
03.847.461/0001-92,BRADESPAR S.A.,18724,5.4,Remuneração de Capitais Próprios,2009,,,,972166,,,,,
03.847.461/0001-92,BRADESPAR S.A.,18724,5.5,Outros,2009,,,,0,,,,,
03.853.896/0001-40,MARFRIG GLOBAL FOODS S.A.,20788,1,Receitas,2009,,,,10605034,,,,,
03.853.896/0001-40,MARFRIG GLOBAL FOODS S.A.,20788,2,Valor Adicionado Bruto,2009,,,,2928861,,,,,
03.853.896/0001-40,MARFRIG GLOBAL FOODS S.A.,20788,3,Valor Adicionado Líquido Produzido,2009,,,,2607898,,,,,
03.853.896/0001-40,MARFRIG GLOBAL FOODS S.A.,20788,4,Valor Adicionado Total a Distribuir,2009,,,,3516849,,,,,
03.853.896/0001-40,MARFRIG GLOBAL FOODS S.A.,20788,5,Distribuição do Valor Adicionado,2009,,,,3516849,,,,,
03.853.896/0001-40,MARFRIG GLOBAL FOODS S.A.,20788,5.1,Pessoal,2009,,,,1272029,,,,,
03.853.896/0001-40,MARFRIG GLOBAL FOODS S.A.,20788,5.2,"Impostos, Taxas e Contribuições",2009,,,,591188,,,,,
03.853.896/0001-40,MARFRIG GLOBAL FOODS S.A.,20788,5.3,Remuneração de Capitais de Terceiros,2009,,,,1119197,,,,,
03.853.896/0001-40,MARFRIG GLOBAL FOODS S.A.,20788,5.4,Remuneração de Capitais Próprios,2009,,,,534435,,,,,
03.853.896/0001-40,MARFRIG GLOBAL FOODS S.A.,20788,5.5,Outros,2009,,,,0,,,,,
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,1,Receitas,2009,,,,1518860,,,,,
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,2,Valor Adicionado Bruto,2009,,,,952424,,,,,
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,3,Valor Adicionado Líquido Produzido,2009,,,,775142,,,,,
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,4,Valor Adicionado Total a Distribuir,2009,,,,793369,,,,,
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,5,Distribuição do Valor Adicionado,2009,,,,793369,,,,,
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,5.1,Pessoal,2009,,,,27709,,,,,
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,5.2,"Impostos, Taxas e Contribuições",2009,,,,198066,,,,,
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,5.3,Remuneração de Capitais de Terceiros,2009,,,,267729,,,,,
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,5.4,Remuneração de Capitais Próprios,2009,,,,299865,,,,,
03.953.509/0001-47,CPFL GERACAO DE ENERGIA S.A.,18953,5.5,Outros,2009,,,,0,,,,,
03.983.431/0001-03,EDP - ENERGIAS DO BRASIL S.A.,19763,1,Receitas,2009,,,,7032375,,,,,
03.983.431/0001-03,EDP - ENERGIAS DO BRASIL S.A.,19763,2,Valor Adicionado Bruto,2009,,,,3979715,,,,,
03.983.431/0001-03,EDP - ENERGIAS DO BRASIL S.A.,19763,3,Valor Adicionado Líquido Produzido,2009,,,,3645609,,,,,
03.983.431/0001-03,EDP - ENERGIAS DO BRASIL S.A.,19763,4,Valor Adicionado Total a Distribuir,2009,,,,3769279,,,,,
03.983.431/0001-03,EDP - ENERGIAS DO BRASIL S.A.,19763,5,Distribuição do Valor Adicionado,2009,,,,3769279,,,,,
03.983.431/0001-03,EDP - ENERGIAS DO BRASIL S.A.,19763,5.1,Pessoal,2009,,,,223000,,,,,
03.983.431/0001-03,EDP - ENERGIAS DO BRASIL S.A.,19763,5.2,"Impostos, Taxas e Contribuições",2009,,,,2493833,,,,,
03.983.431/0001-03,EDP - ENERGIAS DO BRASIL S.A.,19763,5.3,Remuneração de Capitais de Terceiros,2009,,,,340980,,,,,
03.983.431/0001-03,EDP - ENERGIAS DO BRASIL S.A.,19763,5.4,Remuneração de Capitais Próprios,2009,,,,711466,,,,,
03.983.431/0001-03,EDP - ENERGIAS DO BRASIL S.A.,19763,5.5,Outros,2009,,,,0,,,,,
04.030.087/0001-09,COARI PARTICIPAÇÕES SA,19089,1,Receitas,2009,,,,20572565,,,,,
04.030.087/0001-09,COARI PARTICIPAÇÕES SA,19089,2,Valor Adicionado Bruto,2009,,,,15260840,,,,,
04.030.087/0001-09,COARI PARTICIPAÇÕES SA,19089,3,Valor Adicionado Líquido Produzido,2009,,,,10378636,,,,,
04.030.087/0001-09,COARI PARTICIPAÇÕES SA,19089,4,Valor Adicionado Total a Distribuir,2009,,,,11182937,,,,,
04.030.087/0001-09,COARI PARTICIPAÇÕES SA,19089,5,Distribuição do Valor Adicionado,2009,,,,11182937,,,,,
04.030.087/0001-09,COARI PARTICIPAÇÕES SA,19089,5.1,Pessoal,2009,,,,919077,,,,,
04.030.087/0001-09,COARI PARTICIPAÇÕES SA,19089,5.2,"Impostos, Taxas e Contribuições",2009,,,,3905752,,,,,
04.030.087/0001-09,COARI PARTICIPAÇÕES SA,19089,5.3,Remuneração de Capitais de Terceiros,2009,,,,1205007,,,,,
04.030.087/0001-09,COARI PARTICIPAÇÕES SA,19089,5.4,Remuneração de Capitais Próprios,2009,,,,5153101,,,,,
04.030.087/0001-09,COARI PARTICIPAÇÕES SA,19089,5.5,Outros,2009,,,,0,,,,,
04.031.960/0001-70,ANDRADE GUTIERREZ PARTICIPACOES S.A.,19062,1,Receitas,2009,,,,14186907,,,,,
04.031.960/0001-70,ANDRADE GUTIERREZ PARTICIPACOES S.A.,19062,2,Valor Adicionado Bruto,2009,,,,8663872,,,,,
04.031.960/0001-70,ANDRADE GUTIERREZ PARTICIPACOES S.A.,19062,3,Valor Adicionado Líquido Produzido,2009,,,,6553597,,,,,
04.031.960/0001-70,ANDRADE GUTIERREZ PARTICIPACOES S.A.,19062,4,Valor Adicionado Total a Distribuir,2009,,,,7276952,,,,,
04.031.960/0001-70,ANDRADE GUTIERREZ PARTICIPACOES S.A.,19062,5,Distribuição do Valor Adicionado,2009,,,,7276952,,,,,
04.031.960/0001-70,ANDRADE GUTIERREZ PARTICIPACOES S.A.,19062,5.1,Pessoal,2009,,,,903337,,,,,
04.031.960/0001-70,ANDRADE GUTIERREZ PARTICIPACOES S.A.,19062,5.2,"Impostos, Taxas e Contribuições",2009,,,,3557016,,,,,
04.031.960/0001-70,ANDRADE GUTIERREZ PARTICIPACOES S.A.,19062,5.3,Remuneração de Capitais de Terceiros,2009,,,,1553182,,,,,
04.031.960/0001-70,ANDRADE GUTIERREZ PARTICIPACOES S.A.,19062,5.4,Remuneração de Capitais Próprios,2009,,,,1263417,,,,,
04.031.960/0001-70,ANDRADE GUTIERREZ PARTICIPACOES S.A.,19062,5.5,Outros,2009,,,,0,,,,,
04.032.433/0001-80,ATMA PARTICIPAÇÕES S.A.,19100,1,Receitas,2009,,,,2335279,,,,,
04.032.433/0001-80,ATMA PARTICIPAÇÕES S.A.,19100,2,Valor Adicionado Bruto,2009,,,,2011783,,,,,
04.032.433/0001-80,ATMA PARTICIPAÇÕES S.A.,19100,3,Valor Adicionado Líquido Produzido,2009,,,,1895312,,,,,
04.032.433/0001-80,ATMA PARTICIPAÇÕES S.A.,19100,4,Valor Adicionado Total a Distribuir,2009,,,,1919843,,,,,
04.032.433/0001-80,ATMA PARTICIPAÇÕES S.A.,19100,5,Distribuição do Valor Adicionado,2009,,,,1919843,,,,,
04.032.433/0001-80,ATMA PARTICIPAÇÕES S.A.,19100,5.1,Pessoal,2009,,,,1222147,,,,,
04.032.433/0001-80,ATMA PARTICIPAÇÕES S.A.,19100,5.2,"Impostos, Taxas e Contribuições",2009,,,,431542,,,,,
04.032.433/0001-80,ATMA PARTICIPAÇÕES S.A.,19100,5.3,Remuneração de Capitais de Terceiros,2009,,,,135097,,,,,
04.032.433/0001-80,ATMA PARTICIPAÇÕES S.A.,19100,5.4,Remuneração de Capitais Próprios,2009,,,,131057,,,,,
04.032.433/0001-80,ATMA PARTICIPAÇÕES S.A.,19100,5.5,Outros,2009,,,,0,,,,,
04.128.563/0001-10,AES TIETE ENERGIA SA,18970,1,Receitas,2009,,,,13618493,,,,,
04.128.563/0001-10,AES TIETE ENERGIA SA,18970,2,Valor Adicionado Bruto,2009,,,,8113066,,,,,
04.128.563/0001-10,AES TIETE ENERGIA SA,18970,3,Valor Adicionado Líquido Produzido,2009,,,,7237668,,,,,
04.128.563/0001-10,AES TIETE ENERGIA SA,18970,4,Valor Adicionado Total a Distribuir,2009,,,,8057309,,,,,
04.128.563/0001-10,AES TIETE ENERGIA SA,18970,5,Distribuição do Valor Adicionado,2009,,,,8057309,,,,,
04.128.563/0001-10,AES TIETE ENERGIA SA,18970,5.1,Pessoal,2009,,,,725973,,,,,
04.128.563/0001-10,AES TIETE ENERGIA SA,18970,5.2,"Impostos, Taxas e Contribuições",2009,,,,5016302,,,,,
04.128.563/0001-10,AES TIETE ENERGIA SA,18970,5.3,Remuneração de Capitais de Terceiros,2009,,,,607688,,,,,
04.128.563/0001-10,AES TIETE ENERGIA SA,18970,5.4,Remuneração de Capitais Próprios,2009,,,,1707346,,,,,
04.128.563/0001-10,AES TIETE ENERGIA SA,18970,5.5,Outros,2009,,,,0,,,,,
04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,19453,1,Receitas,2009,,,,1202256,,,,,
04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,19453,2,Valor Adicionado Bruto,2009,,,,818382,,,,,
04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,19453,3,Valor Adicionado Líquido Produzido,2009,,,,706760,,,,,
04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,19453,4,Valor Adicionado Total a Distribuir,2009,,,,732824,,,,,
04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,19453,5,Distribuição do Valor Adicionado,2009,,,,732824,,,,,
04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,19453,5.1,Pessoal,2009,,,,107795,,,,,
04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,19453,5.2,"Impostos, Taxas e Contribuições",2009,,,,239778,,,,,
04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,19453,5.3,Remuneração de Capitais de Terceiros,2009,,,,172959,,,,,
04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,19453,5.4,Remuneração de Capitais Próprios,2009,,,,212292,,,,,
04.149.454/0001-80,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,19453,5.5,Outros,2009,,,,0,,,,,
04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,18961,1,Receitas,2009,,,,922933,,,,,
04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,18961,2,Valor Adicionado Bruto,2009,,,,669995,,,,,
04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,18961,3,Valor Adicionado Líquido Produzido,2009,,,,632576,,,,,
04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,18961,4,Valor Adicionado Total a Distribuir,2009,,,,664213,,,,,
04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,18961,5,Distribuição do Valor Adicionado,2009,,,,664213,,,,,
04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,18961,5.1,Pessoal,2009,,,,352680,,,,,
04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,18961,5.2,"Impostos, Taxas e Contribuições",2009,,,,123802,,,,,
04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,18961,5.3,Remuneração de Capitais de Terceiros,2009,,,,120282,,,,,
04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,18961,5.4,Remuneração de Capitais Próprios,2009,,,,67449,,,,,
04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,18961,5.5,Outros,2009,,,,0,,,,,
04.423.567/0001-21,ENEVA S.A,21237,1,Receitas,2009,,,,1415809,,,,,
04.423.567/0001-21,ENEVA S.A,21237,2,Valor Adicionado Bruto,2009,,,,1285267,,,,,
04.423.567/0001-21,ENEVA S.A,21237,3,Valor Adicionado Líquido Produzido,2009,,,,1275528,,,,,
04.423.567/0001-21,ENEVA S.A,21237,4,Valor Adicionado Total a Distribuir,2009,,,,1300027,,,,,
04.423.567/0001-21,ENEVA S.A,21237,5,Distribuição do Valor Adicionado,2009,,,,1300027,,,,,
04.423.567/0001-21,ENEVA S.A,21237,5.1,Pessoal,2009,,,,59966,,,,,
04.423.567/0001-21,ENEVA S.A,21237,5.2,"Impostos, Taxas e Contribuições",2009,,,,-42569,,,,,
04.423.567/0001-21,ENEVA S.A,21237,5.3,Remuneração de Capitais de Terceiros,2009,,,,1482415,,,,,
04.423.567/0001-21,ENEVA S.A,21237,5.4,Remuneração de Capitais Próprios,2009,,,,-199785,,,,,
04.423.567/0001-21,ENEVA S.A,21237,5.5,Outros,2009,,,,0,,,,,
04.437.534/0001-30,UNIDAS S.A.,21555,1,Receitas,2009,,,,727654,,,,,
04.437.534/0001-30,UNIDAS S.A.,21555,2,Valor Adicionado Bruto,2009,,,,231377,,,,,
04.437.534/0001-30,UNIDAS S.A.,21555,3,Valor Adicionado Líquido Produzido,2009,,,,127658,,,,,
04.437.534/0001-30,UNIDAS S.A.,21555,4,Valor Adicionado Total a Distribuir,2009,,,,208033,,,,,
04.437.534/0001-30,UNIDAS S.A.,21555,5,Distribuição do Valor Adicionado,2009,,,,208033,,,,,
04.437.534/0001-30,UNIDAS S.A.,21555,5.1,Pessoal,2009,,,,42431,,,,,
04.437.534/0001-30,UNIDAS S.A.,21555,5.2,"Impostos, Taxas e Contribuições",2009,,,,11607,,,,,
04.437.534/0001-30,UNIDAS S.A.,21555,5.3,Remuneração de Capitais de Terceiros,2009,,,,194472,,,,,
04.437.534/0001-30,UNIDAS S.A.,21555,5.4,Remuneração de Capitais Próprios,2009,,,,-40477,,,,,
04.437.534/0001-30,UNIDAS S.A.,21555,5.5,Outros,2009,,,,0,,,,,
04.752.991/0001-10,BIOMM S.A.,19305,1,Receitas,2009,,,,608,,,,,
04.752.991/0001-10,BIOMM S.A.,19305,2,Valor Adicionado Bruto,2009,,,,-147,,,,,
04.752.991/0001-10,BIOMM S.A.,19305,3,Valor Adicionado Líquido Produzido,2009,,,,-330,,,,,
04.752.991/0001-10,BIOMM S.A.,19305,4,Valor Adicionado Total a Distribuir,2009,,,,1679,,,,,
04.752.991/0001-10,BIOMM S.A.,19305,5,Distribuição do Valor Adicionado,2009,,,,1679,,,,,
04.752.991/0001-10,BIOMM S.A.,19305,5.1,Pessoal,2009,,,,2368,,,,,
04.752.991/0001-10,BIOMM S.A.,19305,5.2,"Impostos, Taxas e Contribuições",2009,,,,812,,,,,
04.752.991/0001-10,BIOMM S.A.,19305,5.3,Remuneração de Capitais de Terceiros,2009,,,,4226,,,,,
04.752.991/0001-10,BIOMM S.A.,19305,5.4,Remuneração de Capitais Próprios,2009,,,,-5727,,,,,
04.752.991/0001-10,BIOMM S.A.,19305,5.5,Outros,2009,,,,0,,,,,
04.821.041/0001-08,METALFRIO SOLUTIONS S.A.,20613,1,Receitas,2009,,,,799127,,,,,
04.821.041/0001-08,METALFRIO SOLUTIONS S.A.,20613,2,Valor Adicionado Bruto,2009,,,,166319,,,,,
04.821.041/0001-08,METALFRIO SOLUTIONS S.A.,20613,3,Valor Adicionado Líquido Produzido,2009,,,,147588,,,,,
04.821.041/0001-08,METALFRIO SOLUTIONS S.A.,20613,4,Valor Adicionado Total a Distribuir,2009,,,,206413,,,,,
04.821.041/0001-08,METALFRIO SOLUTIONS S.A.,20613,5,Distribuição do Valor Adicionado,2009,,,,206413,,,,,
04.821.041/0001-08,METALFRIO SOLUTIONS S.A.,20613,5.1,Pessoal,2009,,,,76818,,,,,
04.821.041/0001-08,METALFRIO SOLUTIONS S.A.,20613,5.2,"Impostos, Taxas e Contribuições",2009,,,,39664,,,,,
04.821.041/0001-08,METALFRIO SOLUTIONS S.A.,20613,5.3,Remuneração de Capitais de Terceiros,2009,,,,55109,,,,,
04.821.041/0001-08,METALFRIO SOLUTIONS S.A.,20613,5.4,Remuneração de Capitais Próprios,2009,,,,34822,,,,,
04.821.041/0001-08,METALFRIO SOLUTIONS S.A.,20613,5.5,Outros,2009,,,,0,,,,,
04.986.320/0001-13,SER EDUCACIONAL S.A.,23221,1,Receitas,2009,,,,123399,,,,,
04.986.320/0001-13,SER EDUCACIONAL S.A.,23221,2,Valor Adicionado Bruto,2009,,,,94476,,,,,
04.986.320/0001-13,SER EDUCACIONAL S.A.,23221,3,Valor Adicionado Líquido Produzido,2009,,,,87088,,,,,
04.986.320/0001-13,SER EDUCACIONAL S.A.,23221,4,Valor Adicionado Total a Distribuir,2009,,,,92443,,,,,
04.986.320/0001-13,SER EDUCACIONAL S.A.,23221,5,Distribuição do Valor Adicionado,2009,,,,92443,,,,,
04.986.320/0001-13,SER EDUCACIONAL S.A.,23221,5.1,Pessoal,2009,,,,44400,,,,,
04.986.320/0001-13,SER EDUCACIONAL S.A.,23221,5.2,"Impostos, Taxas e Contribuições",2009,,,,1876,,,,,
04.986.320/0001-13,SER EDUCACIONAL S.A.,23221,5.3,Remuneração de Capitais de Terceiros,2009,,,,16460,,,,,
04.986.320/0001-13,SER EDUCACIONAL S.A.,23221,5.4,Remuneração de Capitais Próprios,2009,,,,29707,,,,,
04.986.320/0001-13,SER EDUCACIONAL S.A.,23221,5.5,Outros,2009,,,,0,,,,,
05.330.331/0001-03,GLOBAL BRASIL SA,19402,1,Receitas,2009,,,,0.01,,,,,
05.330.331/0001-03,GLOBAL BRASIL SA,19402,2,Valor Adicionado Bruto,2009,,,,0.01,,,,,
05.330.331/0001-03,GLOBAL BRASIL SA,19402,3,Valor Adicionado Líquido Produzido,2009,,,,0.01,,,,,
05.330.331/0001-03,GLOBAL BRASIL SA,19402,4,Valor Adicionado Total a Distribuir,2009,,,,0.01,,,,,
05.330.331/0001-03,GLOBAL BRASIL SA,19402,5,Distribuição do Valor Adicionado,2009,,,,0.01,,,,,
05.330.331/0001-03,GLOBAL BRASIL SA,19402,5.1,Pessoal,2009,,,,0,,,,,
05.330.331/0001-03,GLOBAL BRASIL SA,19402,5.2,"Impostos, Taxas e Contribuições",2009,,,,0,,,,,
05.330.331/0001-03,GLOBAL BRASIL SA,19402,5.3,Remuneração de Capitais de Terceiros,2009,,,,0,,,,,
05.330.331/0001-03,GLOBAL BRASIL SA,19402,5.4,Remuneração de Capitais Próprios,2009,,,,0,,,,,
05.330.331/0001-03,GLOBAL BRASIL SA,19402,5.5,Outros,2009,,,,0.01,,,,,
05.341.549/0001-63,TARPON INVESTIMENTOS S.A.,21717,1,Receitas,2009,,,,42766,,,,,
05.341.549/0001-63,TARPON INVESTIMENTOS S.A.,21717,2,Valor Adicionado Bruto,2009,,,,39278,,,,,
05.341.549/0001-63,TARPON INVESTIMENTOS S.A.,21717,3,Valor Adicionado Líquido Produzido,2009,,,,39168,,,,,
05.341.549/0001-63,TARPON INVESTIMENTOS S.A.,21717,4,Valor Adicionado Total a Distribuir,2009,,,,44052,,,,,
05.341.549/0001-63,TARPON INVESTIMENTOS S.A.,21717,5,Distribuição do Valor Adicionado,2009,,,,44052,,,,,
05.341.549/0001-63,TARPON INVESTIMENTOS S.A.,21717,5.1,Pessoal,2009,,,,19960,,,,,
05.341.549/0001-63,TARPON INVESTIMENTOS S.A.,21717,5.2,"Impostos, Taxas e Contribuições",2009,,,,8078,,,,,
05.341.549/0001-63,TARPON INVESTIMENTOS S.A.,21717,5.3,Remuneração de Capitais de Terceiros,2009,,,,0,,,,,
05.341.549/0001-63,TARPON INVESTIMENTOS S.A.,21717,5.4,Remuneração de Capitais Próprios,2009,,,,16014,,,,,
05.341.549/0001-63,TARPON INVESTIMENTOS S.A.,21717,5.5,Outros,2009,,,,0,,,,,
05.721.582/0001-19,"TELEFÓNICA, S.A.",80004,1,Receitas,2009,,,,1,,,,,
05.721.582/0001-19,"TELEFÓNICA, S.A.",80004,2,Valor Adicionado Bruto,2009,,,,0,,,,,
05.721.582/0001-19,"TELEFÓNICA, S.A.",80004,3,Valor Adicionado Líquido Produzido,2009,,,,0,,,,,
