CNPJ_CIA;SETOR_ATIV;ANO;Distribuição_do_Valor_Adicionado;Impostos_Taxas_e_Contribuições;Outros;Pessoal;Receitas;Remuneração_de_Capitais_de_Terceiros;Remuneração_de_Capitais_Próprios;Valor_Adicionado_Bruto;Valor_Adicionado_Líquido_Produzido;Valor_Adicionado_Total_a_Distribuir
25.369.840/0001-57;Energia Elétrica;2021;23061.3516;80325.9018;0;88601193;4022908.3494;128991.8412;-274857.5844;36030.06;19294.5726;23061.3516
25.369.840/0001-57;Energia Elétrica;2022;1143376;361801;0;199474;5088542;609082;-26981;1036681;937572;1143376
25.869.736/0001-21;Alimentos;2010;-585005.408591287;7975.10734728848;0;14251.9041635853;39512.038692967;0;-607232.42010216;20330.0681692398;17735.9236622513;-585005.408591287
25.869.736/0001-21;Alimentos;2011;1957613.0358853;9191.81177915851;0;14034.3272530567;833549.736269971;0;1934386.89685308;806770.177318252;804414.308486236;1957613.0358853
26.345.998/0001-50;Comunicação e Informática;2021;32629.9212;-8252046;0;36721.0764;109146.78;2891.9142;1268.9766;28675.0674;19654.8732;32629.9212
26.345.998/0001-50;Comunicação e Informática;2022;-20104;-1500;0;61226;92239;2143;-81973;-90037;-107371;-20104
26.462.693/0001-28;"Construção Civil; Mat. Constr. e Decoração";2019;73901.9130679524;9628.64973084017;0;2874.44047750675;239225.792653038;1261.80194361934;60137.0209159862;62467.0597879045;61991.615719024;73901.9130679524
26.462.693/0001-28;"Construção Civil; Mat. Constr. e Decoração";2020;156024.0313731;8611.17821172;0;6680.20779486;425209.64760756;3083.52924396;137649.11612256;143309.97540702;142806.09290472;156024.0313731
26.462.693/0001-28;"Construção Civil; Mat. Constr. e Decoração";2021;254109.1302;17779.4082;0;17214.1272;657704.9718;3251.1582;215864.4366;200217.2472;199381.4766;254109.1302
26.462.693/0001-28;"Construção Civil; Mat. Constr. e Decoração";2022;176809;23318;0;19246;569756;3337;130908;107962;107087;176809
26.659.061/0001-59;Serviços Médicos;2019;613143.80121672;151949.746807797;0;286749.633258214;830664.906745621;95348.9167654439;79095.5043852658;696698.559642428;625079.503973909;613143.80121672
26.659.061/0001-59;Serviços Médicos;2020;519480.85121028;139208.25600324;0;269806.49214534;662517.45588042;42331.9219461;68134.1811156;535874.98696902;469887.22947816;519480.85121028
26.659.061/0001-59;Serviços Médicos;2021;645724.1844;158237.4726;0;308566.2942;845338113;116009397;62911.0206;674473.2138;605813.2326;645724.1844
26.659.061/0001-59;Serviços Médicos;2022;775856;206817;0;379949;1052154;240456;-51366;828458;749930;775856
26.735.020/0001-02;Energia Elétrica;2019;174010.109647585;47239.5419889241;0;3325.68891947225;1961712.47273474;9553.64328740354;113891.235451785;171383.674345957;163114.818847742;174010.109647585
26.735.020/0001-02;Energia Elétrica;2020;114862.0435128;49557.71286414;0;4998.2827527;1852291.77041466;6382.5116958;53923.53620016;147571.54719084;133825.40085798;114862.0435128
27.093.558/0001-15;Serviços Transporte e Logística;2019;196256.778814618;74697.9491934572;0;133506.630191808;575765.186977021;42468.1643612782;-54415.964931925;375726.631675582;179419.042044442;196256.778814618
27.093.558/0001-15;Serviços Transporte e Logística;2020;306403.42036986;102819.83088312;0;136905.4550502;650719.65522312;72176.8246398;-5498.69020326;464153.39410716;290009.28461112;306403.42036986
27.093.558/0001-15;Serviços Transporte e Logística;2021;457520.4792;156307.0644;0;152033.1174;850273.4916;41082.7212;108097.5762;582101.0154;429063.0714;457520.4792
27.093.558/0001-15;Serviços Transporte e Logística;2022;747954;242280;0;202208;1187394;87013;216453;849064;681451;747954
27.743.642/0002-18;"Construção Civil; Mat. Constr. e Decoração";2022;160424;10994;0;23437;411916;737;125256;158306;157248;160424
28.127.603/0001-78;Bancos;2010;959632.84844699;296181.383948739;0;356879.598224814;2757792.12069236;24165.6677427426;282406.198530695;992707.19774704;959632.84844699;959632.84844699
28.127.603/0001-78;Bancos;2011;742207.040841797;201268.917638318;0;363687.484474278;2656739.99790278;27257.8320849436;149992.806644256;776213.00791583;742207.040841797;742207.040841797
28.127.603/0001-78;Bancos;2012;753257.063655451;202773.395582193;0;376403.153419741;2539553.29512776;29654.4954694091;144426.019184109;788002.45963463;753244.689938934;753257.063655451
28.127.603/0001-78;Bancos;2013;849039.994856468;234352.160413106;0;394509.155236016;2765170.9701948;30514.7696195223;189663.909587824;883838.565458344;849039.994856468;849039.994856468
28.127.603/0001-78;Bancos;2014;938952.001740377;256624.496529444;0;426480.258174362;3263938.09509524;31091.5530944572;224755.693942114;971774.272329085;938952.001740377;938952.001740377
28.127.603/0001-78;Bancos;2015;883912.602961762;200100.065349446;0;430216.996743619;3586642.81600409;30326.7157227652;223268.825145933;922146.910928639;883912.602961762;883912.602961762
28.127.603/0001-78;Bancos;2016;952192.725289911;269620.420081454;0;455622.745693535;4412391.41733955;30840.9420441308;196108.61747079;995452.92893115;952192.725289911;952192.725289911
28.127.603/0001-78;Bancos;2017;1003075.83576534;290124.237567651;0;464256.30941919;3981047.92991977;29865.5572884485;218829.731490052;1045841.03354971;1003075.83576534;1003075.83576534
28.127.603/0001-78;Bancos;2018;937252.791899085;268222.802434617;0;446505.460688532;3197146.60380493;28674.118898442;193850.409877493;984319.201837662;937252.791899085;937252.791899085
28.127.603/0001-78;Bancos;2019;911698.480846782;212817.475656617;0;436750.422318004;3049321.62972328;1802.57420517048;260328.00866699;988857.125297498;911698.480846782;911698.480846782
28.127.603/0001-78;Bancos;2020;967872.56897538;285902.93180502;0;422494.47384804;2318841.79187184;2722.123863;256753.03945932;1043646.07216608;967872.56897538;967872.56897538
28.127.603/0001-78;Bancos;2021;900008.7102;265780.3338;0;387410.8428;2738596257;3245.8752;243571.6584;975739.4586;900008.7102;900008.7102
28.127.603/0001-78;Bancos;2022;1106781;326664;0;429878;5333335;4443;345796;1186018;1106781;1106781
28.195.667/0001-06;Bancos;2010;943466.123988813;253709.716377201;0;287014.479737596;943466.123988813;0;402741.927874015;943466.123988813;943466.123988813;943466.123988813
28.195.667/0001-06;Bancos;2011;1033055.02172952;282429.626441205;0;310466.520622065;1033055.02172952;0;440158.874666253;1033055.02172952;1033055.02172952;1033055.02172952
28.195.667/0001-06;Bancos;2012;933084.285794129;221261.495732082;0;285956.588703285;933084.285794129;0;425866.201358761;933084.285794129;933084.285794129;933084.285794129
28.195.667/0001-06;Bancos;2013;940024.384351364;164412.381986809;0;331993.740431886;940024.384351364;0;443618.261932669;940024.384351364;940024.384351364;940024.384351364
28.195.667/0001-06;Bancos;2014;1017875.86623732;162045.505607223;0;339165.560589376;1017875.86623732;0;516664.800040724;1017875.86623732;1017875.86623732;1017875.86623732
28.195.667/0001-06;Bancos;2015;759168.836038275;-144893.991146834;0;349250.562902869;759168.836038275;0;554812.26428224;759168.836038275;759168.836038275;759168.836038275
28.195.667/0001-06;Bancos;2016;1262360.7562304;386142.157356429;0;349152.133459775;1262360.7562304;0;527066.465414194;1262360.7562304;1262360.7562304;1262360.7562304
28.195.667/0001-06;Bancos;2017;1112456.05317536;185962.190157549;0;367652.828977153;1112456.05317536;0;558841.034040662;1112456.05317536;1112456.05317536;1112456.05317536
28.195.667/0001-06;Bancos;2018;849920.302858311;-61296.2882045807;0;386060.317174209;849920.302858311;0;525156.273888683;849920.302858311;849920.302858311;849920.302858311
28.195.667/0001-06;Bancos;2019;991949.326417241;3682.57441646909;0;386528.769311801;991949.326417241;0;601737.98268897;991949.326417241;991949.326417241;991949.326417241
28.195.667/0001-06;Bancos;2020;215879.48089344;-556548.06977028;0;377791.40826468;215879.48089344;0;394636.14239904;215879.48089344;215879.48089344;215879.48089344
28.195.667/0001-06;Bancos;2021;1105570.2402;90208.2816;0;419878.0476;1105570.2402;0;595483911;1105570.2402;1105570.2402;1105570.2402
28.195.667/0001-06;Bancos;2022;1561293;201004;0;568110;1561293;0;792179;1561293;1561293;1561293
28.201.130/0001-01;Energia Elétrica;2018;65239.2947918907;30760.999583443;1556.0185892998;1141.16436249297;156089.848552394;2219.28097015207;29561.8312865029;65091.7630455794;65085.458270096;65239.2947918907
28.201.130/0001-01;Energia Elétrica;2019;351614.479673399;10107.723143758;6408.21178844834;1293.25625860889;788398.775869084;26407.1072150747;307398.181267509;343651.698855659;343612.985852595;351614.479673399
28.201.130/0001-01;Energia Elétrica;2020;299422.0414242;52199.91053712;11.5835058;1700.45865144;630706.83225246;42192.9198765;203317.16885334;296642.0000322;296601.4577619;299422.0414242
28.201.130/0001-01;Energia Elétrica;2021;486288.5274;159760.0332;143797977;2748.2166;1133300.7072;132300.0558;47682.2448;481073.1498;480912.5466;486288.5274
28.201.130/0001-01;Energia Elétrica;2022;1218265;372051;271811;19631;1718583;431370;123402;1187052;1186747;1218265
28.500.320/0001-20;"Máquinas; Equipamentos; Veículos e Peças";2010;-27784.7575526454;3047.02731525294;0;0;32949.2106293453;148450.217361632;-179282.00222953;-27784.7575526454;-27784.7575526454;-27784.7575526454
28.500.320/0001-20;"Máquinas; Equipamentos; Veículos e Peças";2011;-26654.385905133;3422.64210963788;0;0;37000.7789199663;-95721.8838042613;65644.8557894904;-26654.385905133;-26654.385905133;-26654.385905133
28.500.320/0001-20;"Máquinas; Equipamentos; Veículos e Peças";2012;-39263.5701815997;3303.78230998603;0;0;35707.0105199133;1234808.5246874;-1277375.87717898;-39263.5701815997;-39263.5701815997;-39263.5701815997
28.500.320/0001-20;"Máquinas; Equipamentos; Veículos e Peças";2013;13693.7890941965;5931.80245274056;0;0;64123.302648462;378099.339377744;-370337.352736288;13693.7890941965;13693.7890941965;13693.7890941965
28.500.320/0001-20;"Máquinas; Equipamentos; Veículos e Peças";2014;657139.272151413;5705.07421286887;0;0;59852.9310898358;125807.428036678;525626.769901866;657139.272151413;657139.272151413;657139.272151413
28.594.234/0001-23;Energia Elétrica;2021;1743236793;324678.3876;0;101783.3346;3179016.7218;987489.9072;329285.1636;2405275938;1791688.2426;1743236793
28.594.234/0001-23;Energia Elétrica;2022;5214968;1060821;0;217150;6363592;1258383;2678614;2449399;2000947;5214968
29.780.061/0001-09;Sem Setor Principal;2010;474005.421348154;61270.2767707249;65604.44469894;48317.4311887403;483082.940794508;174991.533519657;123821.735170093;379523.738638036;379523.738638036;474005.421348154
29.780.061/0001-09;Sem Setor Principal;2011;449300.243575892;46558.7685667499;45548.0429219277;43638.686897883;673515.062082427;176286.619445044;137268.125744287;375631.235023905;375631.235023905;449300.243575892
29.780.061/0001-09;Sem Setor Principal;2012;752991.912587234;108059.666341229;102346.544658042;52623.6486721692;1013836.92745656;198166.837690366;291795.215225428;694397.061858814;694397.061858814;752991.912587234
29.780.061/0001-09;Sem Setor Principal;2013;772819.091150543;127596.430274632;109585.412176369;45166.2715357589;1109659.89473062;179326.293873482;311144.683290301;726365.840778884;726365.840778884;772819.091150543
29.780.061/0001-09;Sem Setor Principal;2014;468571.307634557;60482.2829059272;54099.0821112198;42723.5480353671;508417.144490846;169616.607954803;141649.78662724;395797.783760364;395797.783760364;468571.307634557
29.780.061/0001-09;Sem Setor Principal;2015;582003.358378413;43226.1719042927;73778.4924617581;37230.5092403306;713262.535812893;255269.014705841;172499.170066191;513687.92982528;513687.92982528;582003.358378413
29.780.061/0001-09;Sem Setor Principal;2016;521844.455202019;108141.763144227;24359.5137545022;42770.4299444521;630397.95117926;268363.693068269;78209.0552905677;466738.186652768;466738.186652768;521844.455202019
29.780.061/0001-09;Sem Setor Principal;2017;495582.326715133;80288.690850703;60144.2796282563;49890.9874359784;744365.216944396;209516.52053805;95741.8482621456;515185.439420926;459982.143112565;495582.326715133
29.780.061/0001-09;Sem Setor Principal;2018;278019.162580703;45316.2042643892;4688.23104944624;41794.3566793694;482715.047244718;171169.610553558;15050.7600339404;303268.52743657;252134.276356112;278019.162580703
29.780.061/0001-09;Sem Setor Principal;2019;344194.890679902;46210.0180636891;24810.195838682;46234.2136906042;473199.924484166;147283.620157231;79656.8429296947;372212.216866172;319673.832582854;344194.890679902
29.780.061/0001-09;Sem Setor Principal;2020;325059.81481134;71591.8575969;24026.50773036;34596.45677286;413833.48656138;117709.26923844;77135.72347278;357666.22528776;302473.13685192;325059.81481134
29.780.061/0001-09;Sem Setor Principal;2021;241473.2508;38010.1284;8647.2144;46012.8168;317902.4118;121038813;27764.2782;274861.8108;221581.6992;241473.2508
29.780.061/0001-09;Sem Setor Principal;2022;228464;43302;0;36564;403245;228834;-80236;273163;203886;228464
29.978.814/0001-87;Seguradoras e Corretoras;2010;3481312.13345695;1292040.88440067;0;805309.058874665;16978010.378324;166539.707426826;1217422.48275478;2025339.59043318;1946933.26108835;3481312.13345695
29.978.814/0001-87;Seguradoras e Corretoras;2011;2733080.61028489;997520.822534484;0;730125.039464598;18094740.9810861;172787.378903913;832647.369381895;1122878.82630883;1044367.30228294;2733080.61028489
29.978.814/0001-87;Seguradoras e Corretoras;2012;2796177.10499107;1034501.03403962;0;773281.272327212;19663021.6543096;134169.975865468;854224.822758764;2189557.42042866;2120688.84964372;2796177.10499107
29.978.814/0001-87;Seguradoras e Corretoras;2013;2775623.91258405;1065367.76596263;0;756350.776254275;20946392.8552053;139677.317321239;814228.053045907;2027777.22505323;1954220.53467773;2775623.91258405
29.978.814/0001-87;Seguradoras e Corretoras;2014;3236301.68347113;1253900.10444655;0;809319.688041403;22273934.5126129;299810.618149638;873271.272833534;1211000.33790268;1133568.03720987;3236301.68347113
29.978.814/0001-87;Seguradoras e Corretoras;2015;3723005.23191464;1453095.03848718;0;834333.798718349;22514505.7758566;382270.25785503;1053306.13685407;1351642.82892844;1277782.94738074;3723005.23191464
29.978.814/0001-87;Seguradoras e Corretoras;2016;3442256.02104233;1308782.96038661;0;840681.749682069;22860560.0099522;353043.412391393;939747.898582255;1067375.65809152;994519.129630132;3442256.02104233
29.978.814/0001-87;Seguradoras e Corretoras;2017;3682368.82231717;1417766.72134915;0;865698.456188365;24270142.7544339;383742.731262051;1015160.9135176;2305616.57722147;2237103.09033451;3682368.82231717
29.978.814/0001-87;Seguradoras e Corretoras;2018;3766105.93584199;1317389.1420291;0;947147.506542712;26024995.989204;360333.050336702;1141236.23693348;2833050.86345975;2769197.3583191;3766105.93584199
29.978.814/0001-87;Seguradoras e Corretoras;2019;3962473.05796631;1261736.61542667;0;1002507.08822162;27329835.2724507;268719.052081126;1429510.3022369;3066310.58916167;2921696.95643452;3962473.05796631
29.978.814/0001-87;Seguradoras e Corretoras;2020;4770557.97877548;1020862.47460806;0;774665.48398428;22679535.9753151;255851.84270808;2719178.17747506;2632914.65143188;2508375.74717376;4770557.97877548
29.978.814/0001-87;Seguradoras e Corretoras;2021;1570027.2984;171714.4056;0;756806.6556;22049645.4774;289981.7568;351524.4804;1030668.9228;875622.3822;1570027.2984
29.980.141/0001-08;Petróleo e Gás;2021;288248.9328;77687.5716;0;167912.7588;379334.1924;49155.1452;-6506.5428;301553.64;282753.5562;288248.9328
29.980.141/0001-08;Petróleo e Gás;2022;692734;207781;0;264981;887064;144925;75047;710115;663906;692734
30.213.493/0001-09;"Construção Civil; Mat. Constr. e Decoração";2020;140558.89277952;31525.66938528;0;31621.81248342;609079.26857328;7296.45030342;70114.9606074;135135.49536396;123475.53842568;140558.89277952
30.213.493/0001-09;"Construção Civil; Mat. Constr. e Decoração";2021;340141.7286;3962.25;0;127597.1292;1617700.0338;38741.2956;169841.0538;299631.6846;287453313;340141.7286
30.213.493/0001-09;"Construção Civil; Mat. Constr. e Decoração";2022;355013;30119;0;110717;1549800;21695;192482;239408;227872;355013
30.306.294/0001-45;Bancos;2011;3379685.33560573;-318858.719506614;0;897085.332811764;11546602.6283704;34159.1639370191;2767299.55836356;2727298.36283438;2700672.00074565;3379685.33560573
30.306.294/0001-45;Bancos;2012;8569901.71632891;2133126.20241689;0;2519822.52030482;16945682.8002684;107395.020996897;3809557.9726103;8120150.70674514;8068350.79405823;8569901.71632891
30.306.294/0001-45;Bancos;2013;8278255.69437574;1314088.96150851;0;2545268.07216658;19657650.6911597;130959.289258828;4287939.37144183;8259101.43793494;8015223.96273508;8278255.69437574
30.306.294/0001-45;Bancos;2014;7063583.6028066;333454.192858346;0;2908236.31553807;23310558.7694516;151160.865947922;3670732.22846227;6625727.81055639;6493142.2634604;7063583.6028066
30.306.294/0001-45;Bancos;2015;747704.397950885;-4151748.6578392;0;3903396.28755923;24512569.2828638;173572.934849067;822483.833381788;1555602.4504057;1494443.54990014;747704.397950885
30.306.294/0001-45;Bancos;2016;4018885.16261356;-4721532.80726177;0;1116501.03630501;24470247.0125365;57319.6689097322;7566597.26466059;-5776611.64718038;-5829086.05487546;4018885.16261356
30.306.294/0001-45;Bancos;2017;3595269.44554073;-1368332.04594774;0;1749327.75261199;14489967.6929456;107688.332674393;3106585.40620209;3674259.80444207;3588993.52070996;3595269.44554073
30.306.294/0001-45;Bancos;2018;1346488.20279513;-1010927.87628775;0;693160.887149581;10528625.7726938;52067.3578519995;1612187.83408129;-701799.690516917;-739799.833310385;1346488.20279513
30.306.294/0001-45;Bancos;2019;6766931.31396534;1033478.70045422;0;1142027.54148316;14838513.8170352;52228.6802588053;4539196.39176916;5018777.91285217;4981914.66546576;6766931.31396534
30.540.991/0001-66;Metalurgia e Siderurgia;2011;43572.763672184;14941.2900470222;0;15698.2226692549;82630.8550255142;1143.48567263487;11789.7652832721;41437.3656768034;39352.9224526556;43572.763672184
30.540.991/0001-66;Metalurgia e Siderurgia;2012;42570.5148599926;11310.1867438136;0;14591.9350000308;71148.0921951425;283.338663823088;16385.0544523252;36121.6095685466;33707.3967187127;42570.5148599926
30.540.991/0001-66;Metalurgia e Siderurgia;2013;36734.6179925503;14964.3363860245;0;13193.480250243;76012.6086884362;3595.43778805798;4981.36356822492;36136.3901159978;33553.5322334164;36734.6179925503
30.540.991/0001-66;Metalurgia e Siderurgia;2014;32485.8647358328;10489.2777016737;0;12603.4812847832;77225.4500580355;1556.43896271895;7836.666786657;31545.1946036345;28959.5907764771;32485.8647358328
30.540.991/0001-66;Metalurgia e Siderurgia;2015;24467.5040031931;7800.91971002275;0;11348.6499756772;58466.8565367081;825.171101096381;4492.76321639681;22141.7480459052;19736.6534364952;24467.5040031931
30.540.991/0001-66;Metalurgia e Siderurgia;2016;23407.0828700245;7697.50274044836;0;10428.9235538069;53357.9258057867;880.136788448268;4400.51978732099;18928.1710350427;16742.274696913;23407.0828700245
30.540.991/0001-66;Metalurgia e Siderurgia;2017;16134.6927759249;6626.26395212483;0;10455.9195778299;49148.6331299485;890.4086027252;-1837.89935675497;13204.8544102539;11033.6681429076;16134.6927759249
30.540.991/0001-66;Metalurgia e Siderurgia;2018;25129.7897450036;6320.99010497473;0;10367.9183065773;44272.6605235708;918.542740174587;7522.338593277;11016.3518554927;8984.35171916441;25129.7897450036
30.540.991/0001-66;Metalurgia e Siderurgia;2019;21154.5922875351;7307.21724341549;0;9819.33909590163;43782.9656158736;998.447062025275;3029.58888619272;13373.0403447331;11370.4977515793;21154.5922875351
30.540.991/0001-66;Metalurgia e Siderurgia;2020;25719.6942568588;8385.72727998402;0;10342.1397089831;48385.2674742826;530.59174997364;6461.23551791796;18930.2157767356;17005.5201449675;25719.6942568588
30.540.991/0001-66;Metalurgia e Siderurgia;2021;29409.1222878;9734.5593468;0;11075.8855752;60764.569398;122.4937512;8476.1836146;22268.494809;20540.5427916;29409.1222878
30.540.991/0001-66;Metalurgia e Siderurgia;2022;24005183;8851974;0;9514983;38601347;92381;5545845;15041785;13572407;24005183
30.723.886/0001-62;Bancos;2020;204033.02951178;54555.99561684;0;116550.91865844;373363.03399734;1560.29823126;31365.81700524;226642.8744828;201491.60833926;204033.02951178
30.723.886/0001-62;Bancos;2021;436831.1946;110380.8888;0;203000.3316;897734907;3699.1566;119750.8176;469611153;434366.1468;436831.1946
30.723.886/0001-62;Bancos;2022;347933;57405;0;236501;1319616;5125;48902;400339;348087;347933
31.001.230/0001-07;Energia Elétrica;2018;50072.526889056;20617.8767857707;0;1079.37756275578;53501.0637969216;3581.11247456356;24794.160065966;49421.8740591705;49421.8740591705;50072.526889056
31.001.230/0001-07;Energia Elétrica;2019;170.78483257981;59.2284751253264;0;11.9502201333383;196.83142495385;53.1396456121566;46.4664917089886;162.526865113707;162.526865113707;170.78483257981
31.001.230/0001-07;Energia Elétrica;2020;164112.79347324;53123.11594938;0;11606.6728116;187509.15848808;26916.59242746;72466.4122848;161943.2028369;161943.2028369;164112.79347324
31.001.230/0001-07;Energia Elétrica;2021;135221.5548;47107.4544;0;11941.6932;156297555;28352.8044;47819.6028;131183.2296;131183.2296;135221.5548
31.001.230/0001-07;Energia Elétrica;2022;159404;41008;0;10932;173798;53218;54246;145531;145531;159404
31.553.627/0001-01;Comércio (Atacado e Varejo);2019;143578.059895193;94908.5563555901;0;53115.4499852416;589872.447249835;41807.6237464976;-46253.5701921362;152986.529421106;129809.53839919;143578.059895193
31.553.627/0001-01;Comércio (Atacado e Varejo);2020;168237.67988862;119815.15059288;0;54421.62694956;809484.3440685;40631.46329466;-46630.56094848;190304.25843762;160460.5140945;168237.67988862
31.553.627/0001-01;Comércio (Atacado e Varejo);2021;147743.3214;100991.9412;0;85119696;854969022;51240.8736;-89609.1894;170603919;121349.4534;147743.3214
31.553.627/0001-01;Comércio (Atacado e Varejo);2022;129435;89034;0;76818;716509;53421;-89838;155328;86843;129435
31.701.408/0001-14;Serviços Médicos;2020;517648.34059272;172417.00878126;0;272205.43619652;1675490.4046881;56286.57138336;16739.32423158;561626.278713;492205.17010302;517648.34059272
31.701.408/0001-14;Serviços Médicos;2021;719268.8274;197688.8034;0;451330.9164;2609113.0968;135534.3084;-65285.2008;752943726;652452.6132;719268.8274
31.701.408/0001-14;Serviços Médicos;2022;227051;64651;0;132038;731750;62834;-32472;221000;194172;227051
31.748.174/0001-60;Telecomunicações;2020;214842.75712434;103243.7871954;0;53348.99431248;311034.5059887;23802.94606842;34447.02954804;241319.1763314;205684.83743886;214842.75712434
31.748.174/0001-60;Telecomunicações;2021;407002.32;197664.5016;0;78491.6442;593115.0138;76249539;54596.6352;477764.9352;390290.0778;407002.32
31.748.174/0001-60;Telecomunicações;2022;553311;187406;0;106630;825380;210046;49229;663976;522205;553311
31.895.683/0001-16;Bancos;2010;245649.196921337;63457.2240158967;0;67386.1810104014;526581.539997066;5255.82416959535;109549.967725443;237382.099342404;235272.618893383;245649.196921337
31.895.683/0001-16;Bancos;2011;163543.256000808;24453.5821905296;0;75148.6660579008;685782.020647865;1705.71629153897;62235.2914608391;168591.279461639;163545.124255235;163543.256000808
31.895.683/0001-16;Bancos;2012;181833.531888188;36658.0190179189;0;76618.0526720356;576348.27094095;3970.19532810521;64587.2648701282;186379.988871218;181833.531888188;181833.531888188
31.895.683/0001-16;Bancos;2013;198968.599431275;42420.159552143;0;76219.2323048394;479660.35494222;1997.32429727387;78331.8832770187;203147.102145237;198968.599431275;198968.599431275
31.895.683/0001-16;Bancos;2014;175796.842788821;35909.2412466371;0;76260.1329353395;523298.168182328;1560.79250390676;62066.6761029374;178888.53358537;175796.842788821;175796.842788821
31.895.683/0001-16;Bancos;2015;166901.885559705;22896.034964666;0;72284.9313408949;655811.836292884;1430.73445803525;70290.1847961092;169760.498718375;166901.885559705;166901.885559705
32.021.201/0001-61;Petróleo e Gás;2022;877570;270883;0;143935;1326704;233769;228983;813562;747072;877570
32.110.314/0001-33;Alimentos;2010;195.154750127957;81.2269152559572;0;78.8870207465908;1174.67471557645;69.9127903617716;-34.8719762363628;178.882750280139;170.466678093225;195.154750127957
32.681.371/0001-72;Serviços Transporte e Logística;2010;817123.794068856;239528.136173896;0;376207.732702252;1531493.33948739;129039.533074419;72348.3921182897;931069.223835223;793532.367822696;817123.794068856
32.681.371/0001-72;Serviços Transporte e Logística;2011;793550.408995218;245301.806220226;0;331734.729015143;1429160.45701518;152752.218432431;63761.6553274189;869003.600524664;749211.126687338;793550.408995218
32.681.371/0001-72;Serviços Transporte e Logística;2012;884261.135766406;269342.222768797;0;407107.64711929;1577312.99787246;118331.618723962;89479.6471543569;990731.66337212;848218.267226751;884261.135766406
32.681.371/0001-72;Serviços Transporte e Logística;2013;1058459.8652759;318664.316774347;0;498094.237515135;1903155.88871094;138366.93887014;103334.372116282;1166352.14815258;1016980.70453495;1058459.8652759
32.681.371/0001-72;Serviços Transporte e Logística;2014;1219778.22235762;356057.36333327;0;620114.504810754;1990071.80428319;163060.33541067;80546.0188029222;1326141.82603615;1167084.16817582;1219778.22235762
32.681.371/0001-72;Serviços Transporte e Logística;2015;1291664.78410831;389859.4331489;0;589451.17368092;1880740.42569096;216082.311645642;96271.8656328453;1281863.82470715;1134585.27613026;1291664.78410831
32.681.371/0001-72;Serviços Transporte e Logística;2016;1007514.27898061;308852.100513404;0;496353.348922796;1567569.15572485;137738.087964379;64570.7415800267;1057780.66844375;922917.982649792;1007514.27898061
32.681.371/0001-72;Serviços Transporte e Logística;2017;858826.318498667;277571.080421762;0;445925.378975969;1484142.47134063;83399.1960949556;51930.6630059801;946993.909980671;812119.055429967;858826.318498667
32.681.371/0001-72;Serviços Transporte e Logística;2018;1027538.43777628;319682.379930018;0;536470.823971168;1730841.18676843;126371.658833903;45013.5750411866;1108588.8485254;952406.950250953;1027538.43777628
32.681.371/0001-72;Serviços Transporte e Logística;2019;1408935.55088969;409696.082082952;0;673211.864595998;2317717.24891187;272119.747444035;53907.8567667091;1507726.2955838;1265864.38937837;1408935.55088969
32.681.371/0001-72;Serviços Transporte e Logística;2020;1447780.68932112;384470.45770896;0;589583.0699613;2220329.86679574;387230.8071411;86496.35450976;1454401.8212364;1185413.12460054;1447780.68932112
32.681.371/0001-72;Serviços Transporte e Logística;2021;1842900588;436168.7064;0;580614.3792;2476818324;665625.2454;160492257;1565246.1834;1318118.0094;1842900588
32.681.371/0001-72;Serviços Transporte e Logística;2022;1764702;451894;0;635462;2958577;588893;88453;1746195;1481052;1764702
32.785.497/0001-97;Farmacêutico e Higiene;2019;10327040.7745853;3080065.80306287;0;3642576.62561584;22349582.846554;3416317.26942657;188081.076480026;9312798.80730989;7960969.77506507;10327040.7745853
32.785.497/0001-97;Farmacêutico e Higiene;2020;16496866.3966285;2282499.70077492;0;8278227.7127577;47168673.8687696;6704910.77932908;-768771.79623324;14157536.8580482;11008148.4335117;16496866.3966285
32.785.497/0001-97;Farmacêutico e Higiene;2021;20473438.1256;5816058.9264;0;8239348.8378;43471554.3288;5318438364;1099591.9974;19189626.8616;16240103.6598;20473438.1256
32.785.497/0001-97;Farmacêutico e Higiene;2022;18247205;6332326;0;7450583;45158989;7322922;-2858626;15458261;12866407;18247205
32.803.503/0001-91;"Máquinas; Equipamentos; Veículos e Peças";2020;187555.49251128;84128.68592424;0;59821.85735352;738729.97394094;47842.19565516;-4237.24642164;188309.57873886;181008.49503312;187555.49251128
33.000.118/0001-79;Telecomunicações;2010;38947399.1064509;21047218.0277671;0;3865893.06345394;80612679.0429517;10303149.4368438;3731138.57838609;50868398.8816795;35195902.6513021;38947399.1064509
33.000.118/0001-79;Telecomunicações;2011;32729383.2195343;19424200.1723683;0;3092816.73664679;72447177.6299707;10433513.4552572;-221147.144737962;43741001.851559;28721981.2108613;32729383.2195343
33.000.167/0001-01;Petróleo e Gás;2010;315196659.831447;178827800.499403;0;36697699.783741;675745695.324677;28359108.2972738;71312051.2510288;333423993.121915;303865293.609297;315196659.831447
33.000.167/0001-01;Petróleo e Gás;2011;338305411.594025;194265674.375523;0;38231839.0188508;709406740.552481;43950719.0157146;61857179.1839366;356782468.424474;323640576.495788;338305411.594025
33.000.167/0001-01;Petróleo e Gás;2012;321344385.619846;184445077.233684;0;41762162.9397092;754197975.200779;58087830.6234489;37049314.8230035;346357542.447974;307882174.473147;321344385.619846
