CNPJ_CIA,DENOM_CIA,CD_CVM,CD_CONTA,DS_CONTA,VL_CONTA,SETOR_ATIV,MUN,UF,ANO
15.141.799/0001-03,CIA FERRO LIGAS DA BAHIA - FERBASA,3069,5.4,Remuneração de Capitais Próprios,382885,Metalurgia e Siderurgia,POJUCA,BA,2023
17.245.234/0001-00,CIA FIACAO TECIDOS CEDRO CACHOEIRA,3077,1,Receitas,1280112,Têxtil e Vestuário,BELO HORIZONTE,MG,2023
17.245.234/0001-00,CIA FIACAO TECIDOS CEDRO CACHOEIRA,3077,2,Valor Adicionado Bruto,538054,Têxtil e Vestuário,BELO HORIZONTE,MG,2023
17.245.234/0001-00,CIA FIACAO TECIDOS CEDRO CACHOEIRA,3077,3,Valor Adicionado Líquido Produzido,514459,Têxtil e Vestuário,BELO HORIZONTE,MG,2023
17.245.234/0001-00,CIA FIACAO TECIDOS CEDRO CACHOEIRA,3077,4,Valor Adicionado Total a Distribuir,529184,Têxtil e Vestuário,BELO HORIZONTE,MG,2023
17.245.234/0001-00,CIA FIACAO TECIDOS CEDRO CACHOEIRA,3077,5,Distribuição do Valor Adicionado,529184,Têxtil e Vestuário,BELO HORIZONTE,MG,2023
17.245.234/0001-00,CIA FIACAO TECIDOS CEDRO CACHOEIRA,3077,5.1,Pessoal,163066,Têxtil e Vestuário,BELO HORIZONTE,MG,2023
17.245.234/0001-00,CIA FIACAO TECIDOS CEDRO CACHOEIRA,3077,5.2,"Impostos, Taxas e Contribuições",180908,Têxtil e Vestuário,BELO HORIZONTE,MG,2023
17.245.234/0001-00,CIA FIACAO TECIDOS CEDRO CACHOEIRA,3077,5.3,Remuneração de Capitais de Terceiros,105021,Têxtil e Vestuário,BELO HORIZONTE,MG,2023
17.245.234/0001-00,CIA FIACAO TECIDOS CEDRO CACHOEIRA,3077,5.4,Remuneração de Capitais Próprios,80189,Têxtil e Vestuário,BELO HORIZONTE,MG,2023
87.762.563/0001-03,CIA HABITASUL DE PARTICIPACOES,3298,1,Receitas,426983,Crédito Imobiliário,PORTO ALEGRE,RS,2023
87.762.563/0001-03,CIA HABITASUL DE PARTICIPACOES,3298,2,Valor Adicionado Bruto,232012,Crédito Imobiliário,PORTO ALEGRE,RS,2023
87.762.563/0001-03,CIA HABITASUL DE PARTICIPACOES,3298,3,Valor Adicionado Líquido Produzido,230856,Crédito Imobiliário,PORTO ALEGRE,RS,2023
87.762.563/0001-03,CIA HABITASUL DE PARTICIPACOES,3298,4,Valor Adicionado Total a Distribuir,383325,Crédito Imobiliário,PORTO ALEGRE,RS,2023
87.762.563/0001-03,CIA HABITASUL DE PARTICIPACOES,3298,5,Distribuição do Valor Adicionado,383325,Crédito Imobiliário,PORTO ALEGRE,RS,2023
87.762.563/0001-03,CIA HABITASUL DE PARTICIPACOES,3298,5.1,Pessoal,24946,Crédito Imobiliário,PORTO ALEGRE,RS,2023
87.762.563/0001-03,CIA HABITASUL DE PARTICIPACOES,3298,5.2,"Impostos, Taxas e Contribuições",20103,Crédito Imobiliário,PORTO ALEGRE,RS,2023
87.762.563/0001-03,CIA HABITASUL DE PARTICIPACOES,3298,5.3,Remuneração de Capitais de Terceiros,57189,Crédito Imobiliário,PORTO ALEGRE,RS,2023
87.762.563/0001-03,CIA HABITASUL DE PARTICIPACOES,3298,5.4,Remuneração de Capitais Próprios,281087,Crédito Imobiliário,PORTO ALEGRE,RS,2023
19.526.748/0001-50,CIA INDUSTRIAL CATAGUASES,3395,1,Receitas,361653,Têxtil e Vestuário,CATAGUASES,MG,2023
19.526.748/0001-50,CIA INDUSTRIAL CATAGUASES,3395,2,Valor Adicionado Bruto,101211,Têxtil e Vestuário,CATAGUASES,MG,2023
19.526.748/0001-50,CIA INDUSTRIAL CATAGUASES,3395,3,Valor Adicionado Líquido Produzido,93596,Têxtil e Vestuário,CATAGUASES,MG,2023
19.526.748/0001-50,CIA INDUSTRIAL CATAGUASES,3395,4,Valor Adicionado Total a Distribuir,134376,Têxtil e Vestuário,CATAGUASES,MG,2023
19.526.748/0001-50,CIA INDUSTRIAL CATAGUASES,3395,5,Distribuição do Valor Adicionado,134376,Têxtil e Vestuário,CATAGUASES,MG,2023
19.526.748/0001-50,CIA INDUSTRIAL CATAGUASES,3395,5.1,Pessoal,54321,Têxtil e Vestuário,CATAGUASES,MG,2023
19.526.748/0001-50,CIA INDUSTRIAL CATAGUASES,3395,5.2,"Impostos, Taxas e Contribuições",21613,Têxtil e Vestuário,CATAGUASES,MG,2023
19.526.748/0001-50,CIA INDUSTRIAL CATAGUASES,3395,5.3,Remuneração de Capitais de Terceiros,38329,Têxtil e Vestuário,CATAGUASES,MG,2023
19.526.748/0001-50,CIA INDUSTRIAL CATAGUASES,3395,5.4,Remuneração de Capitais Próprios,20113,Têxtil e Vestuário,CATAGUASES,MG,2023
82.981.929/0001-03,CIA INDUSTRIAL SCHLOSSER S.A.,3549,1,Receitas,0,Têxtil e Vestuário,BRUSQUE,SC,2023
82.981.929/0001-03,CIA INDUSTRIAL SCHLOSSER S.A.,3549,2,Valor Adicionado Bruto,-84,Têxtil e Vestuário,BRUSQUE,SC,2023
82.981.929/0001-03,CIA INDUSTRIAL SCHLOSSER S.A.,3549,3,Valor Adicionado Líquido Produzido,-84,Têxtil e Vestuário,BRUSQUE,SC,2023
82.981.929/0001-03,CIA INDUSTRIAL SCHLOSSER S.A.,3549,4,Valor Adicionado Total a Distribuir,-84,Têxtil e Vestuário,BRUSQUE,SC,2023
82.981.929/0001-03,CIA INDUSTRIAL SCHLOSSER S.A.,3549,5,Distribuição do Valor Adicionado,-84,Têxtil e Vestuário,BRUSQUE,SC,2023
82.981.929/0001-03,CIA INDUSTRIAL SCHLOSSER S.A.,3549,5.1,Pessoal,0,Têxtil e Vestuário,BRUSQUE,SC,2023
82.981.929/0001-03,CIA INDUSTRIAL SCHLOSSER S.A.,3549,5.2,"Impostos, Taxas e Contribuições",0,Têxtil e Vestuário,BRUSQUE,SC,2023
82.981.929/0001-03,CIA INDUSTRIAL SCHLOSSER S.A.,3549,5.3,Remuneração de Capitais de Terceiros,0,Têxtil e Vestuário,BRUSQUE,SC,2023
82.981.929/0001-03,CIA INDUSTRIAL SCHLOSSER S.A.,3549,5.4,Remuneração de Capitais Próprios,-84,Têxtil e Vestuário,BRUSQUE,SC,2023
60.730.348/0001-66,CIA MELHORAMENTOS DE SAO PAULO,3654,1,Receitas,244249,Papel e Celulose,SÃO PAULO,SP,2023
60.730.348/0001-66,CIA MELHORAMENTOS DE SAO PAULO,3654,2,Valor Adicionado Bruto,171580,Papel e Celulose,SÃO PAULO,SP,2023
60.730.348/0001-66,CIA MELHORAMENTOS DE SAO PAULO,3654,3,Valor Adicionado Líquido Produzido,141372,Papel e Celulose,SÃO PAULO,SP,2023
60.730.348/0001-66,CIA MELHORAMENTOS DE SAO PAULO,3654,4,Valor Adicionado Total a Distribuir,152269,Papel e Celulose,SÃO PAULO,SP,2023
60.730.348/0001-66,CIA MELHORAMENTOS DE SAO PAULO,3654,5,Distribuição do Valor Adicionado,152269,Papel e Celulose,SÃO PAULO,SP,2023
60.730.348/0001-66,CIA MELHORAMENTOS DE SAO PAULO,3654,5.1,Pessoal,62085,Papel e Celulose,SÃO PAULO,SP,2023
60.730.348/0001-66,CIA MELHORAMENTOS DE SAO PAULO,3654,5.2,"Impostos, Taxas e Contribuições",60599,Papel e Celulose,SÃO PAULO,SP,2023
60.730.348/0001-66,CIA MELHORAMENTOS DE SAO PAULO,3654,5.3,Remuneração de Capitais de Terceiros,21707,Papel e Celulose,SÃO PAULO,SP,2023
60.730.348/0001-66,CIA MELHORAMENTOS DE SAO PAULO,3654,5.4,Remuneração de Capitais Próprios,7878,Papel e Celulose,SÃO PAULO,SP,2023
08.493.364/0001-62,CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES,21709,1,Receitas,2331844,"Agricultura (Açúcar, Álcool e Cana)",UBERABA,MG,2023
08.493.364/0001-62,CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES,21709,2,Valor Adicionado Bruto,1250043,"Agricultura (Açúcar, Álcool e Cana)",UBERABA,MG,2023
08.493.364/0001-62,CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES,21709,3,Valor Adicionado Líquido Produzido,565487,"Agricultura (Açúcar, Álcool e Cana)",UBERABA,MG,2023
08.493.364/0001-62,CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES,21709,4,Valor Adicionado Total a Distribuir,812228,"Agricultura (Açúcar, Álcool e Cana)",UBERABA,MG,2023
08.493.364/0001-62,CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES,21709,5,Distribuição do Valor Adicionado,812228,"Agricultura (Açúcar, Álcool e Cana)",UBERABA,MG,2023
08.493.364/0001-62,CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES,21709,5.1,Pessoal,163716,"Agricultura (Açúcar, Álcool e Cana)",UBERABA,MG,2023
08.493.364/0001-62,CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES,21709,5.2,"Impostos, Taxas e Contribuições",-768,"Agricultura (Açúcar, Álcool e Cana)",UBERABA,MG,2023
08.493.364/0001-62,CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES,21709,5.3,Remuneração de Capitais de Terceiros,570648,"Agricultura (Açúcar, Álcool e Cana)",UBERABA,MG,2023
08.493.364/0001-62,CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES,21709,5.4,Remuneração de Capitais Próprios,78632,"Agricultura (Açúcar, Álcool e Cana)",UBERABA,MG,2023
76.483.817/0001-20,CIA PARANAENSE DE ENERGIA - COPEL,14311,1,Receitas,29292757,Energia Elétrica,CURITIBA,PR,2023
76.483.817/0001-20,CIA PARANAENSE DE ENERGIA - COPEL,14311,2,Valor Adicionado Bruto,14540757,Energia Elétrica,CURITIBA,PR,2023
76.483.817/0001-20,CIA PARANAENSE DE ENERGIA - COPEL,14311,3,Valor Adicionado Líquido Produzido,13158717,Energia Elétrica,CURITIBA,PR,2023
76.483.817/0001-20,CIA PARANAENSE DE ENERGIA - COPEL,14311,4,Valor Adicionado Total a Distribuir,15447086,Energia Elétrica,CURITIBA,PR,2023
76.483.817/0001-20,CIA PARANAENSE DE ENERGIA - COPEL,14311,5,Distribuição do Valor Adicionado,15447086,Energia Elétrica,CURITIBA,PR,2023
76.483.817/0001-20,CIA PARANAENSE DE ENERGIA - COPEL,14311,5.1,Pessoal,2163231,Energia Elétrica,CURITIBA,PR,2023
76.483.817/0001-20,CIA PARANAENSE DE ENERGIA - COPEL,14311,5.2,"Impostos, Taxas e Contribuições",8515440,Energia Elétrica,CURITIBA,PR,2023
76.483.817/0001-20,CIA PARANAENSE DE ENERGIA - COPEL,14311,5.3,Remuneração de Capitais de Terceiros,2187544,Energia Elétrica,CURITIBA,PR,2023
76.483.817/0001-20,CIA PARANAENSE DE ENERGIA - COPEL,14311,5.4,Remuneração de Capitais Próprios,2135667,Energia Elétrica,CURITIBA,PR,2023
01.938.783/0001-11,CIA PARTICIPACOES ALIANCA DA BAHIA,18708,1,Receitas,51686,Sem Setor Principal,SALVADOR,BA,2023
01.938.783/0001-11,CIA PARTICIPACOES ALIANCA DA BAHIA,18708,2,Valor Adicionado Bruto,35651,Sem Setor Principal,SALVADOR,BA,2023
01.938.783/0001-11,CIA PARTICIPACOES ALIANCA DA BAHIA,18708,3,Valor Adicionado Líquido Produzido,30921,Sem Setor Principal,SALVADOR,BA,2023
01.938.783/0001-11,CIA PARTICIPACOES ALIANCA DA BAHIA,18708,4,Valor Adicionado Total a Distribuir,66510,Sem Setor Principal,SALVADOR,BA,2023
01.938.783/0001-11,CIA PARTICIPACOES ALIANCA DA BAHIA,18708,5,Distribuição do Valor Adicionado,66510,Sem Setor Principal,SALVADOR,BA,2023
01.938.783/0001-11,CIA PARTICIPACOES ALIANCA DA BAHIA,18708,5.1,Pessoal,18157,Sem Setor Principal,SALVADOR,BA,2023
01.938.783/0001-11,CIA PARTICIPACOES ALIANCA DA BAHIA,18708,5.2,"Impostos, Taxas e Contribuições",9397,Sem Setor Principal,SALVADOR,BA,2023
01.938.783/0001-11,CIA PARTICIPACOES ALIANCA DA BAHIA,18708,5.3,Remuneração de Capitais de Terceiros,26821,Sem Setor Principal,SALVADOR,BA,2023
01.938.783/0001-11,CIA PARTICIPACOES ALIANCA DA BAHIA,18708,5.4,Remuneração de Capitais Próprios,12135,Sem Setor Principal,SALVADOR,BA,2023
43.776.517/0001-80,CIA SANEAMENTO BASICO EST SAO PAULO,14443,1,Receitas,26571752,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP,2023
43.776.517/0001-80,CIA SANEAMENTO BASICO EST SAO PAULO,14443,2,Valor Adicionado Bruto,15391352,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP,2023
43.776.517/0001-80,CIA SANEAMENTO BASICO EST SAO PAULO,14443,3,Valor Adicionado Líquido Produzido,12600766,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP,2023
43.776.517/0001-80,CIA SANEAMENTO BASICO EST SAO PAULO,14443,4,Valor Adicionado Total a Distribuir,13480232,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP,2023
43.776.517/0001-80,CIA SANEAMENTO BASICO EST SAO PAULO,14443,5,Distribuição do Valor Adicionado,13480232,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP,2023
43.776.517/0001-80,CIA SANEAMENTO BASICO EST SAO PAULO,14443,5.1,Pessoal,3370009,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP,2023
43.776.517/0001-80,CIA SANEAMENTO BASICO EST SAO PAULO,14443,5.2,"Impostos, Taxas e Contribuições",3522226,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP,2023
43.776.517/0001-80,CIA SANEAMENTO BASICO EST SAO PAULO,14443,5.3,Remuneração de Capitais de Terceiros,3064466,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP,2023
43.776.517/0001-80,CIA SANEAMENTO BASICO EST SAO PAULO,14443,5.4,Remuneração de Capitais Próprios,3523531,"Saneamento, Serv. Água e Gás",SÃO PAULO,SP,2023
17.281.106/0001-03,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,19445,1,Receitas,7958911,"Saneamento, Serv. Água e Gás",BELO HORIZONTE,MG,2023
17.281.106/0001-03,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,19445,2,Valor Adicionado Bruto,5125366,"Saneamento, Serv. Água e Gás",BELO HORIZONTE,MG,2023
17.281.106/0001-03,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,19445,3,Valor Adicionado Líquido Produzido,4335795,"Saneamento, Serv. Água e Gás",BELO HORIZONTE,MG,2023
17.281.106/0001-03,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,19445,4,Valor Adicionado Total a Distribuir,4680119,"Saneamento, Serv. Água e Gás",BELO HORIZONTE,MG,2023
17.281.106/0001-03,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,19445,5,Distribuição do Valor Adicionado,4680119,"Saneamento, Serv. Água e Gás",BELO HORIZONTE,MG,2023
17.281.106/0001-03,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,19445,5.1,Pessoal,1593458,"Saneamento, Serv. Água e Gás",BELO HORIZONTE,MG,2023
17.281.106/0001-03,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,19445,5.2,"Impostos, Taxas e Contribuições",1230987,"Saneamento, Serv. Água e Gás",BELO HORIZONTE,MG,2023
17.281.106/0001-03,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,19445,5.3,Remuneração de Capitais de Terceiros,476328,"Saneamento, Serv. Água e Gás",BELO HORIZONTE,MG,2023
17.281.106/0001-03,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,19445,5.4,Remuneração de Capitais Próprios,1379346,"Saneamento, Serv. Água e Gás",BELO HORIZONTE,MG,2023
33.042.730/0001-04,CIA SIDERURGICA NACIONAL,4030,1,Receitas,51328483,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
33.042.730/0001-04,CIA SIDERURGICA NACIONAL,4030,2,Valor Adicionado Bruto,11774933,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
33.042.730/0001-04,CIA SIDERURGICA NACIONAL,4030,3,Valor Adicionado Líquido Produzido,8402860,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
33.042.730/0001-04,CIA SIDERURGICA NACIONAL,4030,4,Valor Adicionado Total a Distribuir,11280278,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
33.042.730/0001-04,CIA SIDERURGICA NACIONAL,4030,5,Distribuição do Valor Adicionado,11280278,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
33.042.730/0001-04,CIA SIDERURGICA NACIONAL,4030,5.1,Pessoal,1687761,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
33.042.730/0001-04,CIA SIDERURGICA NACIONAL,4030,5.2,"Impostos, Taxas e Contribuições",2493682,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
33.042.730/0001-04,CIA SIDERURGICA NACIONAL,4030,5.3,Remuneração de Capitais de Terceiros,6696186,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
33.042.730/0001-04,CIA SIDERURGICA NACIONAL,4030,5.4,Remuneração de Capitais Próprios,402649,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
01.027.058/0001-91,CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,21733,1,Receitas,11848400,Intermediação Financeira,BARUERI,SP,2023
01.027.058/0001-91,CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,21733,2,Valor Adicionado Bruto,7235765,Intermediação Financeira,BARUERI,SP,2023
01.027.058/0001-91,CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,21733,3,Valor Adicionado Líquido Produzido,6316571,Intermediação Financeira,BARUERI,SP,2023
01.027.058/0001-91,CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,21733,4,Valor Adicionado Total a Distribuir,8186920,Intermediação Financeira,BARUERI,SP,2023
01.027.058/0001-91,CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,21733,5,Distribuição do Valor Adicionado,8186920,Intermediação Financeira,BARUERI,SP,2023
01.027.058/0001-91,CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,21733,5.1,Pessoal,1258600,Intermediação Financeira,BARUERI,SP,2023
01.027.058/0001-91,CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,21733,5.2,"Impostos, Taxas e Contribuições",2439293,Intermediação Financeira,BARUERI,SP,2023
01.027.058/0001-91,CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,21733,5.3,Remuneração de Capitais de Terceiros,2020561,Intermediação Financeira,BARUERI,SP,2023
01.027.058/0001-91,CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,21733,5.4,Remuneração de Capitais Próprios,2468466,Intermediação Financeira,BARUERI,SP,2023
07.043.628/0001-13,CLARO TELECOM PARTICIPAÇÕES S.A.,23531,1,Receitas,55225517,Telecomunicações,SÃO PAULO,SP,2023
07.043.628/0001-13,CLARO TELECOM PARTICIPAÇÕES S.A.,23531,2,Valor Adicionado Bruto,35271548,Telecomunicações,SÃO PAULO,SP,2023
07.043.628/0001-13,CLARO TELECOM PARTICIPAÇÕES S.A.,23531,3,Valor Adicionado Líquido Produzido,22940979,Telecomunicações,SÃO PAULO,SP,2023
07.043.628/0001-13,CLARO TELECOM PARTICIPAÇÕES S.A.,23531,4,Valor Adicionado Total a Distribuir,25352615,Telecomunicações,SÃO PAULO,SP,2023
07.043.628/0001-13,CLARO TELECOM PARTICIPAÇÕES S.A.,23531,5,Distribuição do Valor Adicionado,25352615,Telecomunicações,SÃO PAULO,SP,2023
07.043.628/0001-13,CLARO TELECOM PARTICIPAÇÕES S.A.,23531,5.1,Pessoal,3931017,Telecomunicações,SÃO PAULO,SP,2023
07.043.628/0001-13,CLARO TELECOM PARTICIPAÇÕES S.A.,23531,5.2,"Impostos, Taxas e Contribuições",11026579,Telecomunicações,SÃO PAULO,SP,2023
07.043.628/0001-13,CLARO TELECOM PARTICIPAÇÕES S.A.,23531,5.3,Remuneração de Capitais de Terceiros,7416921,Telecomunicações,SÃO PAULO,SP,2023
07.043.628/0001-13,CLARO TELECOM PARTICIPAÇÕES S.A.,23531,5.4,Remuneração de Capitais Próprios,2978098,Telecomunicações,SÃO PAULO,SP,2023
03.802.115/0001-98,CLEAR SALE S.A.,26093,1,Receitas,546361,Comunicação e Informática,BARUERI,SP,2023
03.802.115/0001-98,CLEAR SALE S.A.,26093,2,Valor Adicionado Bruto,357977,Comunicação e Informática,BARUERI,SP,2023
03.802.115/0001-98,CLEAR SALE S.A.,26093,3,Valor Adicionado Líquido Produzido,313603,Comunicação e Informática,BARUERI,SP,2023
03.802.115/0001-98,CLEAR SALE S.A.,26093,4,Valor Adicionado Total a Distribuir,372216,Comunicação e Informática,BARUERI,SP,2023
03.802.115/0001-98,CLEAR SALE S.A.,26093,5,Distribuição do Valor Adicionado,372216,Comunicação e Informática,BARUERI,SP,2023
03.802.115/0001-98,CLEAR SALE S.A.,26093,5.1,Pessoal,324311,Comunicação e Informática,BARUERI,SP,2023
03.802.115/0001-98,CLEAR SALE S.A.,26093,5.2,"Impostos, Taxas e Contribuições",51098,Comunicação e Informática,BARUERI,SP,2023
03.802.115/0001-98,CLEAR SALE S.A.,26093,5.3,Remuneração de Capitais de Terceiros,24812,Comunicação e Informática,BARUERI,SP,2023
03.802.115/0001-98,CLEAR SALE S.A.,26093,5.4,Remuneração de Capitais Próprios,-28005,Comunicação e Informática,BARUERI,SP,2023
43.514.079/0001-81,CLI SUL S.A.,27243,1,Receitas,723363,Serviços Transporte e Logística,SÃO PAULO,SP,2023
43.514.079/0001-81,CLI SUL S.A.,27243,2,Valor Adicionado Bruto,503918,Serviços Transporte e Logística,SÃO PAULO,SP,2023
43.514.079/0001-81,CLI SUL S.A.,27243,3,Valor Adicionado Líquido Produzido,376876,Serviços Transporte e Logística,SÃO PAULO,SP,2023
43.514.079/0001-81,CLI SUL S.A.,27243,4,Valor Adicionado Total a Distribuir,438915,Serviços Transporte e Logística,SÃO PAULO,SP,2023
43.514.079/0001-81,CLI SUL S.A.,27243,5,Distribuição do Valor Adicionado,438915,Serviços Transporte e Logística,SÃO PAULO,SP,2023
43.514.079/0001-81,CLI SUL S.A.,27243,5.1,Pessoal,99532,Serviços Transporte e Logística,SÃO PAULO,SP,2023
43.514.079/0001-81,CLI SUL S.A.,27243,5.2,"Impostos, Taxas e Contribuições",84966,Serviços Transporte e Logística,SÃO PAULO,SP,2023
43.514.079/0001-81,CLI SUL S.A.,27243,5.3,Remuneração de Capitais de Terceiros,190778,Serviços Transporte e Logística,SÃO PAULO,SP,2023
43.514.079/0001-81,CLI SUL S.A.,27243,5.4,Remuneração de Capitais Próprios,63639,Serviços Transporte e Logística,SÃO PAULO,SP,2023
12.420.164/0001-57,CM HOSPITALAR S.A,25682,1,Receitas,12540008,Comércio (Atacado e Varejo),RIBEIRÃO PRETO,SP,2023
12.420.164/0001-57,CM HOSPITALAR S.A,25682,2,Valor Adicionado Bruto,4123910,Comércio (Atacado e Varejo),RIBEIRÃO PRETO,SP,2023
12.420.164/0001-57,CM HOSPITALAR S.A,25682,3,Valor Adicionado Líquido Produzido,3863299,Comércio (Atacado e Varejo),RIBEIRÃO PRETO,SP,2023
12.420.164/0001-57,CM HOSPITALAR S.A,25682,4,Valor Adicionado Total a Distribuir,4024039,Comércio (Atacado e Varejo),RIBEIRÃO PRETO,SP,2023
12.420.164/0001-57,CM HOSPITALAR S.A,25682,5,Distribuição do Valor Adicionado,4024039,Comércio (Atacado e Varejo),RIBEIRÃO PRETO,SP,2023
12.420.164/0001-57,CM HOSPITALAR S.A,25682,5.1,Pessoal,491126,Comércio (Atacado e Varejo),RIBEIRÃO PRETO,SP,2023
12.420.164/0001-57,CM HOSPITALAR S.A,25682,5.2,"Impostos, Taxas e Contribuições",2494665,Comércio (Atacado e Varejo),RIBEIRÃO PRETO,SP,2023
12.420.164/0001-57,CM HOSPITALAR S.A,25682,5.3,Remuneração de Capitais de Terceiros,678332,Comércio (Atacado e Varejo),RIBEIRÃO PRETO,SP,2023
12.420.164/0001-57,CM HOSPITALAR S.A,25682,5.4,Remuneração de Capitais Próprios,359916,Comércio (Atacado e Varejo),RIBEIRÃO PRETO,SP,2023
61.080.313/0001-91,COBRASMA S.A.,4448,1,Receitas,407,"Máquinas, Equipamentos, Veículos e Peças",OSASCO,SP,2023
61.080.313/0001-91,COBRASMA S.A.,4448,2,Valor Adicionado Bruto,407,"Máquinas, Equipamentos, Veículos e Peças",OSASCO,SP,2023
61.080.313/0001-91,COBRASMA S.A.,4448,3,Valor Adicionado Líquido Produzido,-1533,"Máquinas, Equipamentos, Veículos e Peças",OSASCO,SP,2023
61.080.313/0001-91,COBRASMA S.A.,4448,4,Valor Adicionado Total a Distribuir,-1777,"Máquinas, Equipamentos, Veículos e Peças",OSASCO,SP,2023
61.080.313/0001-91,COBRASMA S.A.,4448,5,Distribuição do Valor Adicionado,-1777,"Máquinas, Equipamentos, Veículos e Peças",OSASCO,SP,2023
61.080.313/0001-91,COBRASMA S.A.,4448,5.1,Pessoal,0,"Máquinas, Equipamentos, Veículos e Peças",OSASCO,SP,2023
61.080.313/0001-91,COBRASMA S.A.,4448,5.2,"Impostos, Taxas e Contribuições",0,"Máquinas, Equipamentos, Veículos e Peças",OSASCO,SP,2023
61.080.313/0001-91,COBRASMA S.A.,4448,5.3,Remuneração de Capitais de Terceiros,2725116,"Máquinas, Equipamentos, Veículos e Peças",OSASCO,SP,2023
61.080.313/0001-91,COBRASMA S.A.,4448,5.4,Remuneração de Capitais Próprios,-2726893,"Máquinas, Equipamentos, Veículos e Peças",OSASCO,SP,2023
02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,17973,1,Receitas,5482838,Educação,BELO HORIZONTE,MG,2023
02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,17973,2,Valor Adicionado Bruto,4148414,Educação,BELO HORIZONTE,MG,2023
02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,17973,3,Valor Adicionado Líquido Produzido,3243365,Educação,BELO HORIZONTE,MG,2023
02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,17973,4,Valor Adicionado Total a Distribuir,3619384,Educação,BELO HORIZONTE,MG,2023
02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,17973,5,Distribuição do Valor Adicionado,3619384,Educação,BELO HORIZONTE,MG,2023
02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,17973,5.1,Pessoal,1742475,Educação,BELO HORIZONTE,MG,2023
02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,17973,5.2,"Impostos, Taxas e Contribuições",428950,Educação,BELO HORIZONTE,MG,2023
02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,17973,5.3,Remuneração de Capitais de Terceiros,1959312,Educação,BELO HORIZONTE,MG,2023
02.800.026/0001-40,COGNA EDUCAÇÃO S.A.,17973,5.4,Remuneração de Capitais Próprios,-511353,Educação,BELO HORIZONTE,MG,2023
25.369.840/0001-57,COMERC ENERGIA S.A.,26280,1,Receitas,5324126,Energia Elétrica,SÃO PAULO,SP,2023
25.369.840/0001-57,COMERC ENERGIA S.A.,26280,2,Valor Adicionado Bruto,1018317,Energia Elétrica,SÃO PAULO,SP,2023
25.369.840/0001-57,COMERC ENERGIA S.A.,26280,3,Valor Adicionado Líquido Produzido,804704,Energia Elétrica,SÃO PAULO,SP,2023
